PMID,FACTOR,RISK,TEXT,LLM_OUTPUT
33860712,Age,Yes,"validation of michigan risk score and d-dimer to predict peripherally inserted central catheter-related thrombosis: a study of 206,132 catheter days. . background: the michigan risk score (mrs) was the only predicted score for peripherally inserted central venous catheters (picc) associated upper extremity venous thrombosis (uevt). age-adjusted d-dimer increased the efficiency for uevt. there were no external validations in an independent cohort. method: a retrospective study of adult patients with picc insertion was performed. the primary objective was to evaluate the performance of the mrs and age-adjusted d-dimer in estimating risk of picc-related symptomatic uevt. the sensitivity, specificity and areas under the receiver operating characteristics (roc) of mrs and age-adjusted d-dimer were calculated. results: two thousand one hundred sixty-three patients were included for a total of 206,132 catheter days. fifty-six (2.6%) developed picc-uevt. the incidences of picc-uevt were 4.9% for class i, 7.5% for class ii, 2.2% for class iii, 0% for class iv of mrs (p = 0.011). the incidences of picc-uevt were 4.5% for d-dimer above the age-adjusted threshold and 1.5% for below the threshold (p = 0.001). the areas under roc of mrs and age-adjusted d-dimer were 0.405 (95% confidence interval (ci) 0.303-0.508) and 0.639 (95% ci 0.547-0.731). the sensitivity and specificity of mrs were 0.82 (95% ci, 0.69-0.91), 0.09 (95% ci, 0.08-0.11), respectively. the sensitivity and specificity of age-adjusted d-dimer were 0.64 (95% ci, 0.46-0.79) and 0.64 (95% ci, 0.61-0.66), respectively. conclusions: mrs and age-adjusted d-dimer have low accuracy to predict picc-uevt. further studies are needed. ",yes
33860712,PICC indwelling time,Yes,"validation of michigan risk score and d-dimer to predict peripherally inserted central catheter-related thrombosis: a study of 206,132 catheter days. . background: the michigan risk score (mrs) was the only predicted score for peripherally inserted central venous catheters (picc) associated upper extremity venous thrombosis (uevt). age-adjusted d-dimer increased the efficiency for uevt. there were no external validations in an independent cohort. method: a retrospective study of adult patients with picc insertion was performed. the primary objective was to evaluate the performance of the mrs and age-adjusted d-dimer in estimating risk of picc-related symptomatic uevt. the sensitivity, specificity and areas under the receiver operating characteristics (roc) of mrs and age-adjusted d-dimer were calculated. results: two thousand one hundred sixty-three patients were included for a total of 206,132 catheter days. fifty-six (2.6%) developed picc-uevt. the incidences of picc-uevt were 4.9% for class i, 7.5% for class ii, 2.2% for class iii, 0% for class iv of mrs (p = 0.011). the incidences of picc-uevt were 4.5% for d-dimer above the age-adjusted threshold and 1.5% for below the threshold (p = 0.001). the areas under roc of mrs and age-adjusted d-dimer were 0.405 (95% confidence interval (ci) 0.303-0.508) and 0.639 (95% ci 0.547-0.731). the sensitivity and specificity of mrs were 0.82 (95% ci, 0.69-0.91), 0.09 (95% ci, 0.08-0.11), respectively. the sensitivity and specificity of age-adjusted d-dimer were 0.64 (95% ci, 0.46-0.79) and 0.64 (95% ci, 0.61-0.66), respectively. conclusions: mrs and age-adjusted d-dimer have low accuracy to predict picc-uevt. further studies are needed. ",Yes
26117624,PICC insertion procedure,No,"sequential inferior vena cava filter insertion and peripherally inserted central catheter placement through upper extremity veins. . purpose: to report the sequential placement of inferior vena cava filter (ivcf) and peripherally inserted central catheter (picc) using the same upper extremity venous access. material and methods: this is a retrospective study that reviewed the medical records of 379 consecutive patients who underwent ivcf insertion during a 39-month period at our center. of these 379 patients, 28 patients had sequential insertion of an ivcf and a picc through the same upper extremity venous access. the same vein entry site was used for placement of the ivcf followed by picc insertion. data collected included: indication and duration of ivcf and picc placement, access site location, complications, and the type of ivcf. results: ivcfs were placed for prophylactic purposes in 15 patients (53.6%) and therapeutic purposes in 13 patients (46.4%). right upper extremity veins were used for venous access in 27 patients (96.4%): brachial (n=16), basilic (n=9), and cephalic (n=2). the left basilic vein was used in one patient (3.6%). ivcfs were temporary in 20 patients (71.4%) and permanent in 8 patients (28.6%). there were no procedural complications. the optease filter was used in 23 patients (82.1%) and the trapease filter was used in 5 patients (17.9%). conclusion: simultaneous ivcf and picc insertion using the same upper extremity venous access was feasible and safe in our series. this combined technique provides the patient with central venous access for repeated blood collections and intravenous therapy. ",NO
25997503,Total parenteral nutrition,Yes,"central venous catheters: incidence and predictive factors of venous thrombosis. . aims: central venous catheter access in an acute setting can be a challenge given underlying disease and risk for venous thrombosis. peripherally inserted central venous catheters (piccs) are commonly placed but limit sites for fistula creation in patients with chronic renal failure (ckd). the aim of this study is to determine the incidence of venous thrombosis from small bore internal jugular (sbij) and picc line placement. this investigation identifies populations of patients who may not be ideal candidates for a picc and highlights the importance of peripheral vein preservation in patients with renal failure. materials and methods: a venous doppler ultrasound was performed at the time of sbij insertion and removal to evaluate for thrombosis in the internal jugular vein. data was collected pre- and post-intervention to ascertain if increased vein preservation knowledge amongst the healthcare team led to less use of piccs. demographic factors were collected in the sbij and picc groups and risk factor analysis was completed. results: 1,122 subjects had picc placement and 23 had sbij placement. the incidence of thrombosis in the picc group was 10%. one patient with an sbij had evidence of central vein thrombosis when the catheter was removed. univariate and multivariate analysis demonstrated a history of transplant, and the indication of total parenteral nutrition was associated with thrombosis (p<0.001). the decrease in piccs placed in patients with ckd 6 months before and after intervention was significant (p<0.05). conclusions: there are subsets of patients ith high risk for thrombosis who may not be ideal candidates for a picc. ",Yes
32709498,ICU,Yes,"peripherally inserted central catheter lines for intensive care unit and onco-hematologic patients: a systematic review and meta-analysis. . background: it is unclear whether peripherally inserted central catheter (picc) lines are associated with lower complication rates as compared to conventional central venous catheters (cvcs), especially in high risk patients. objective: to compare central line associated bloodstream infection (clabsi) and catheter-related thrombosis rates in intensive care unit (icu) and onco-hematologic patients with picc lines and cvcs. methods: we systematically reviewed the pubmed, cochrane and google scholar databases to identify relevant studies. study quality was evaluated using appropriate assessment tools and the pooled odds ratio (or) and confidence interval (ci) were calculated. sensitivity analyses were performed based on meta-analysis method, type of study and prophylaxis implementation. results: thirteen studies were included in our meta-analysis. picc lines were associated with a significantly higher rate of thrombosis in icu [or (95%ci): 2.58(1.80,3.70); p(z)<0.00001] and onco-hematologic [or (95%ci): 2.91(2.11,4.02); p(z)<0.00001] patients. clabsi rates with picc lines were not significantly different in icu patients [or (95%ci): 1.65(0.91,2.99); p(z)= 0.1], but significantly lower clabsi rates were observed in onco-hematologic patients [or (95%ci): 0.38(0.16,0.91); p(z)=0.03]. sensitivity analyses verified the robustness of our results. conclusions: picc lines are associated with higher rates of thrombotic events. however, they might be suitable for onco-hematologic patients due to lower clabsi rates. ",Yes
32709498,PICC infection,Yes,"peripherally inserted central catheter lines for intensive care unit and onco-hematologic patients: a systematic review and meta-analysis. . background: it is unclear whether peripherally inserted central catheter (picc) lines are associated with lower complication rates as compared to conventional central venous catheters (cvcs), especially in high risk patients. objective: to compare central line associated bloodstream infection (clabsi) and catheter-related thrombosis rates in intensive care unit (icu) and onco-hematologic patients with picc lines and cvcs. methods: we systematically reviewed the pubmed, cochrane and google scholar databases to identify relevant studies. study quality was evaluated using appropriate assessment tools and the pooled odds ratio (or) and confidence interval (ci) were calculated. sensitivity analyses were performed based on meta-analysis method, type of study and prophylaxis implementation. results: thirteen studies were included in our meta-analysis. picc lines were associated with a significantly higher rate of thrombosis in icu [or (95%ci): 2.58(1.80,3.70); p(z)<0.00001] and onco-hematologic [or (95%ci): 2.91(2.11,4.02); p(z)<0.00001] patients. clabsi rates with picc lines were not significantly different in icu patients [or (95%ci): 1.65(0.91,2.99); p(z)= 0.1], but significantly lower clabsi rates were observed in onco-hematologic patients [or (95%ci): 0.38(0.16,0.91); p(z)=0.03]. sensitivity analyses verified the robustness of our results. conclusions: picc lines are associated with higher rates of thrombotic events. however, they might be suitable for onco-hematologic patients due to lower clabsi rates. ",YES
34459038,PICC infection,No,"dual-lumen power injectable peripherally inserted central catheters in allogeneic hematopoietic stem cell transplantation: a prospective observational study. . aims and objectives: to explore whether dual-lumen power injectable peripherally inserted central catheters (piccs) could be effectively and safely applied in allogeneic hematopoietic stem cell transplantation (allo-hsct) and for serum cyclosporine level monitoring. background: compared to conventional central venous access devices, picc provides a feasible route not only for fluid infusion, but also for blood sample collection in patients undergoing oncological treatments. design: a prospective observational study was conducted according to the strobe guidelines. methods: we prospectively evaluated the applications and complications of power injectable piccs in 52 consecutive allo-hsct recipients. we also compared the cyclosporine levels in 188 paired blood samples, simultaneously obtained via power injectable piccs and percutaneous venous puncture, to investigate whether power injectable picc is a feasible route for cyclosporine concentration monitoring in allo-hsct. results: the median picc placement duration was 29 days. the insertion-site blood oozing and central line-associated bloodstream infection rates were 36.5% (19/52) and 26.9% (14/52), respectively, indicating the feasibility of these piccs for various applications in allo-hsct. no power injectable picc-related thrombotic adverse events were identified; 90.4% (47/52) of cases with power injectable picc removal occurred because of lack of medical utility, suggesting that power injectable picc-related complications were manageable. however, cyclosporine levels in samples obtained via these piccs were significantly higher than those in samples obtained via percutaneous venous puncture (261.5 ± 139.2 vs. 232.4 ± 253.6 ng/ml; p = 0.019 [set 1]; 254.8 ± 89.3 vs. 225.1 ± 233.3 ng/ml; p<0.001 [set 2]; 283.6 ± 103.9 vs. 238.0 ± 254.7 ng/ml; p = 0.006 [set 3]; 291.0 ± 94.9 vs. 266.0 ± 274.7 ng/ml; p = 0.016 [set 4]). conclusion: the power injectable picc is a feasible venous access device for allo-hsct. relevance to clinical practice: the dual-lumen power injectable piccs provided a reliable access for blood sample collection, decreasing the number of blind percutaneous venous punctures in allo-hsct. however, its application in cyclosporine level monitoring needs further investigation. ",NO
34343193,PICC insertion procedure,No,"applicability of tivap versus picc in non-hematological malignancies patients: a meta-analysis and systematic review. . background: applicability of totally implantable venous access port (tivap) and peripherally inserted central venous catheter (picc) in non-hematological malignancies patients remains controversial. methods: a systematic studies search in the public databases pubmed, embase, wan fang, cnki (china national knowledge infrastructure), the cochrane library and google scholar (updated to may 1, 2020) was performed to identify eligible researches. all statistical tests in this meta-analysis were performed using stata 12.0 software (stata corp, college station, tx). a p value less than 0.05 was considered statistically significant. results: thirteen studies were included in this final meta-analysis. the pooled data showed that compared with picc, tivap was associated with a higher first-puncture success rate (or:2.028, 95%ci:1.25-3.289, p<0.05), a lower accidental removal rate (or:0.447, 95%ci:0.225-0.889, p<0.05) and lower complication rates, including infection (or:0.570, 95%ci: 0.383-0.850, p<0.05), occlusion (or:0.172, 95%ci:0.092-0.324, p<0.05), malposition (or:0.279, 95%ci:0.128-0.608, p<0.05), thrombosis (or:0.191, 95%ci, 0.111-0.329, p<0.05), phlebitis (or:0.102, 95%ci, 0.038-0.273, p<0.05), allergy (or:0.155, 95%ci:0.035-0.696, p<0.05). however, no difference was found in catheter life span (p>0.05) and extravasation (p>0.05). moreover, tivap is more expensive compared with picc in six-month use (weighted mean difference:3.132, 95%ci:2.434-3.83, p<0.05), but is much similar in 12 months use (p>0.05). conclusion: for the patients with non-hematological malignancies, tivap was superior to picc in the data related to placement and the incidence of complications. meanwhile, tivap is more expensive compared with picc in six-month use, but it is much similar in twelve-month use. ",NO
34343193,PICC infection,Yes,"applicability of tivap versus picc in non-hematological malignancies patients: a meta-analysis and systematic review. . background: applicability of totally implantable venous access port (tivap) and peripherally inserted central venous catheter (picc) in non-hematological malignancies patients remains controversial. methods: a systematic studies search in the public databases pubmed, embase, wan fang, cnki (china national knowledge infrastructure), the cochrane library and google scholar (updated to may 1, 2020) was performed to identify eligible researches. all statistical tests in this meta-analysis were performed using stata 12.0 software (stata corp, college station, tx). a p value less than 0.05 was considered statistically significant. results: thirteen studies were included in this final meta-analysis. the pooled data showed that compared with picc, tivap was associated with a higher first-puncture success rate (or:2.028, 95%ci:1.25-3.289, p<0.05), a lower accidental removal rate (or:0.447, 95%ci:0.225-0.889, p<0.05) and lower complication rates, including infection (or:0.570, 95%ci: 0.383-0.850, p<0.05), occlusion (or:0.172, 95%ci:0.092-0.324, p<0.05), malposition (or:0.279, 95%ci:0.128-0.608, p<0.05), thrombosis (or:0.191, 95%ci, 0.111-0.329, p<0.05), phlebitis (or:0.102, 95%ci, 0.038-0.273, p<0.05), allergy (or:0.155, 95%ci:0.035-0.696, p<0.05). however, no difference was found in catheter life span (p>0.05) and extravasation (p>0.05). moreover, tivap is more expensive compared with picc in six-month use (weighted mean difference:3.132, 95%ci:2.434-3.83, p<0.05), but is much similar in 12 months use (p>0.05). conclusion: for the patients with non-hematological malignancies, tivap was superior to picc in the data related to placement and the incidence of complications. meanwhile, tivap is more expensive compared with picc in six-month use, but it is much similar in twelve-month use. ",yes
34226216,Cancer,Yes,"catheter to vein ratio and risk of peripherally inserted central catheter (picc)-associated thrombosis according to diagnostic group: a retrospective cohort study. . objectives: determine the effect of the catheter to vein ratio (cvr) on rates of symptomatic thrombosis in individuals with a peripherally inserted central catheter (picc) and identify the optimal cvr cut-off point according to diagnostic group. design: retrospective cohort study. setting: 4 tertiary hospitals in australia and new zealand. participants: adults who had undergone picc insertion. primary outcome measure: symptomatic thrombus of the limb in which the picc was inserted. results: 2438 picc insertions were included with 39 cases of thrombosis (1.6%; 95% ci 1.14% to 2.19%). receiver operator characteristic analysis was unable to be performed to determine the optimal cvr overall or according to diagnosis. the association between risk of thrombosis and cvr cut-offs commonly used in clinical practice were analysed. a 45% cut-off (≤45% versus ≥46%) was predictive of thrombosis, with those with a higher ratio having more than twice the risk (relative risk 2.30; 95% ci 1.202 to 4.383; p=0.01). this pattern continued when only those with malignancy were included in the analysis, those with cancer had twice the risk of thrombosis with a cvr greater than 45%. whereas the 33% cvr cut-off was not associated with statistically significant results overall or in those with malignancy. neither the 33% or 45% cvr cut-off produced statistically significant results in those with infection or other non-malignant conditions. conclusions: adherence to cvr cut-offs are an important component of picc insertion clinical decision making to reduce the risk of thrombosis. these results suggest that in individuals with cancer, the use of a cvr ≤45% should be considered to minimise risk of thrombosis. further research is needed to determine the risk of thrombosis according to malignancy type and the optimal cvr for those with a non-malignant diagnosis. ",YES
34226216,PICC insertion procedure,Yes,"catheter to vein ratio and risk of peripherally inserted central catheter (picc)-associated thrombosis according to diagnostic group: a retrospective cohort study. . objectives: determine the effect of the catheter to vein ratio (cvr) on rates of symptomatic thrombosis in individuals with a peripherally inserted central catheter (picc) and identify the optimal cvr cut-off point according to diagnostic group. design: retrospective cohort study. setting: 4 tertiary hospitals in australia and new zealand. participants: adults who had undergone picc insertion. primary outcome measure: symptomatic thrombus of the limb in which the picc was inserted. results: 2438 picc insertions were included with 39 cases of thrombosis (1.6%; 95% ci 1.14% to 2.19%). receiver operator characteristic analysis was unable to be performed to determine the optimal cvr overall or according to diagnosis. the association between risk of thrombosis and cvr cut-offs commonly used in clinical practice were analysed. a 45% cut-off (≤45% versus ≥46%) was predictive of thrombosis, with those with a higher ratio having more than twice the risk (relative risk 2.30; 95% ci 1.202 to 4.383; p=0.01). this pattern continued when only those with malignancy were included in the analysis, those with cancer had twice the risk of thrombosis with a cvr greater than 45%. whereas the 33% cvr cut-off was not associated with statistically significant results overall or in those with malignancy. neither the 33% or 45% cvr cut-off produced statistically significant results in those with infection or other non-malignant conditions. conclusions: adherence to cvr cut-offs are an important component of picc insertion clinical decision making to reduce the risk of thrombosis. these results suggest that in individuals with cancer, the use of a cvr ≤45% should be considered to minimise risk of thrombosis. further research is needed to determine the risk of thrombosis according to malignancy type and the optimal cvr for those with a non-malignant diagnosis. ",Yes
31556001,PICC infection,Yes,"a randomized trial of complications of peripherally and centrally inserted central lines in the neuro-intensive care unit: results of the nspvc trial. . objective: the objective of this study was to compare the relative number of complications from peripherally inserted central venous catheters (picc) and centrally inserted central venous catheters (cvc) in the neuroscience intensive care unit (nsicu). methods: this study was carried out in a 32-bed nsicu in a large academic hospital in the usa from july 2015 until january 2017. patients admitted requiring central venous access were randomly assigned to have a picc or cvc inserted. complications were recorded and compared. the primary outcome was all complications as well as combined numbers of large vein thrombosis, central-line-associated blood stream infections, and insertional trauma. outcomes were compared using the fisher's exact test, logistic regression, or unpaired t tests, as appropriate. results: one hundred and fifty-two patients were enrolled; 72 were randomized to the picc arm and 80 to the cvc arm. there were no crossovers, withdrawals, nor losses to follow-up. the study was stopped at the second pre-planned interim analysis for futility. the combined number of large vein thrombosis, central-line-associated blood stream infection, and insertional trauma was 4/72 in the picc arm and 1/80 in the cvc group (or 4.6 (95% ci 0.5-42.6) p = 0.14). the number of all complications in the picc arm was 14/72 compared to 10/80 in the cvc arm (or 1.7 (95% ci 0.7-4.1) p = 0.24). conclusions: piccs and cvcs have similar numbers of complications when placed in patients admitted to the nsicu. ",Yes
34729630,Cancer,Yes,"reduction of perioperative venous thrombus formation by antithrombotic peripherally inserted central catheter in esophageal cancer. . purpose: although a central venous catheter (cvc) is often needed perioperatively for intraoperative and nutritional management of esophageal cancer (ec), the catheter placement impacts the risk of venous thrombosis. we examined the risks of thrombus formation by catheter type, placement, and duration. methods: in total, 226 patients with ec were enrolled in this retrospective study. patients were classified into one of three groups: those with a conventional cvc (ccvc), a peripherally inserted central catheter (picc), or an antithrombogenic agent-coated picc (secpicc). the thrombus formation and clinicopathological features were examined. results: the frequency of all types of thrombosis was significantly lower in the secpicc group (p < 0.01). although deep vein thrombosis was frequent in the ccvc group, catheter thrombosis was frequent in the picc group. in a univariate analysis in patients with the picc and secpicc groups, less thrombus formation was observed in the secpicc (p = 0.01), short placement time (p = 0.02), and right-sided placement (p < 0.01). furthermore, a multivariate analysis revealed that secpicc (p = 0.049) and right-sided placement (p = 0.04) significantly reduced rates of thrombus formation. conclusion: in patients with ec, secpicc and right-sided placement reduce perioperative venous thrombus formation. ",YES
33244268,Cancer,Yes,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. . background: with increasing use, peripherally inserted central catheters (piccs) are associated with the risk of venous thrombosis. few studies have focused on the relationships between venous thrombosis and venous characteristics. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. methods: the data of patients who underwent placement of picc were retrospectively studied between january 2015 and september 2017. symptomatic picc-related venous thrombosis was confirmed by ultrasound. univariable, multivariable logistic regression analyses were performed to identify the risk factors associated with picc-related venous thrombosis. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis. in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis. the multivariable analyses showed that arm circumference, vascular diameter, triglyceride level and tumor category were independent risk factors for thrombosis. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter. conclusion: different venous characteristics can lead to different blood flow rates, which can affect the incidence of thrombosis. a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis. ",YES
33244268,BMI,Yes,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. . background: with increasing use, peripherally inserted central catheters (piccs) are associated with the risk of venous thrombosis. few studies have focused on the relationships between venous thrombosis and venous characteristics. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. methods: the data of patients who underwent placement of picc were retrospectively studied between january 2015 and september 2017. symptomatic picc-related venous thrombosis was confirmed by ultrasound. univariable, multivariable logistic regression analyses were performed to identify the risk factors associated with picc-related venous thrombosis. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis. in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis. the multivariable analyses showed that arm circumference, vascular diameter, triglyceride level and tumor category were independent risk factors for thrombosis. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter. conclusion: different venous characteristics can lead to different blood flow rates, which can affect the incidence of thrombosis. a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis. ",YES
33244268,PICC insertion procedure,Yes,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. . background: with increasing use, peripherally inserted central catheters (piccs) are associated with the risk of venous thrombosis. few studies have focused on the relationships between venous thrombosis and venous characteristics. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. methods: the data of patients who underwent placement of picc were retrospectively studied between january 2015 and september 2017. symptomatic picc-related venous thrombosis was confirmed by ultrasound. univariable, multivariable logistic regression analyses were performed to identify the risk factors associated with picc-related venous thrombosis. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis. in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis. the multivariable analyses showed that arm circumference, vascular diameter, triglyceride level and tumor category were independent risk factors for thrombosis. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter. conclusion: different venous characteristics can lead to different blood flow rates, which can affect the incidence of thrombosis. a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis. ",YES
33244268,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),Yes,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. . background: with increasing use, peripherally inserted central catheters (piccs) are associated with the risk of venous thrombosis. few studies have focused on the relationships between venous thrombosis and venous characteristics. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. methods: the data of patients who underwent placement of picc were retrospectively studied between january 2015 and september 2017. symptomatic picc-related venous thrombosis was confirmed by ultrasound. univariable, multivariable logistic regression analyses were performed to identify the risk factors associated with picc-related venous thrombosis. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis. in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis. the multivariable analyses showed that arm circumference, vascular diameter, triglyceride level and tumor category were independent risk factors for thrombosis. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter. conclusion: different venous characteristics can lead to different blood flow rates, which can affect the incidence of thrombosis. a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis. ",Yes
33244268,Slower blood flow velocity,Yes,"the influence of venous characteristics on peripherally inserted central catheter-related symptomatic venous thrombosis in cancer patients. . background: with increasing use, peripherally inserted central catheters (piccs) are associated with the risk of venous thrombosis. few studies have focused on the relationships between venous thrombosis and venous characteristics. this study aimed to identify effects of venous characteristics on symptomatic picc-related venous thrombosis in cancer patients and explore the relationship between venous characteristics and blood flow velocity. methods: the data of patients who underwent placement of picc were retrospectively studied between january 2015 and september 2017. symptomatic picc-related venous thrombosis was confirmed by ultrasound. univariable, multivariable logistic regression analyses were performed to identify the risk factors associated with picc-related venous thrombosis. in october 2017, 169 patients with piccs were enrolled prospectively, and the relationships between blood flow velocity and venous characteristics were recorded and analyzed. results: a total of 2933 cancer patients were enrolled in this study; of these patients, 68 experienced symptomatic venous thrombosis. in the bivariate analysis, body mass index (bmi), history of venous thrombosis, triglycerides, tumor category, vessel diameter, vessel depth and arm circumference were associated with thrombosis. the multivariable analyses showed that arm circumference, vascular diameter, triglyceride level and tumor category were independent risk factors for thrombosis. blood flow velocity was positively correlated with vessel depth and arm circumference but not with vessel diameter. conclusion: different venous characteristics can lead to different blood flow rates, which can affect the incidence of thrombosis. a vein depth of greater than 1.07cm or less than 0.57cm was associated with a higher incidence of picc-related venous thrombosis, and the greater the arm circumference and vessel diameter, the greater the risk of venous thrombosis. ",YES
33157980,Cancer,Yes,"relationship between abo blood group and risk of venous thrombosis in cancer patients with peripherally inserted central catheters: a protocol for systematic review and meta-analysis. . background: peripherally inserted central catheter (picc) is closely related to venous thromboembolism (vte). it is a common complication of hospitalized patients, and its etiology is complex. how to prevent the occurrence of vte is the focus of clinical work. in order to provide basis for individual prevention and accurate treatment of vte, the purpose of this study was to explore the relationship between abo blood group and the risk of vte in cancer patients associated with picc through meta-analysis. methods: electronic databases, including embase, cochrane library, pubmed, chinese databases sinomed, chinese national knowledge infrastructure (cnki), chinese scientific journals database (vip), and wanfang data, were searched for case-control studies of abo blood group and picc-related vte in cancer patients. the languages were limited to chinese and english. two reviewers were responsible for the selection of the study, the extraction of data and the evaluation of the quality of the research. all statistical analyses were carried out with review manager 5.3 and stata 14.0. results: the results of this meta-analysis would be published in peer-reviewed journals. conclusion: this study provided evidence to support the relationship between abo blood group and the risk of picc-related vte in cancer patients. osf registration number: doi 10.17605/osf.io/6dpfg. ",Yes
32880203,Cancer,Yes,"association between abo blood group and venous thrombosis related to the peripherally inserted central catheters in cancer patients. . objective: to evaluate the potential relation between the abo blood group and the risk of venous thrombosis in cancer patients with peripherally inserted central catheters (piccs). methods: the patients who underwent picc catheterization in beijing cancer hospital from january 2018 to october 2019 were retrospectively analyzed. the general information, disease diagnosis, catheterization situation, and complications were recorded for each patient. further, the blood group status was identified using the hospital information systems. logistic and cox proportional hazard regression analyses were performed to identify the risk factors for symptomatic picc-related thrombosis. results: among the 2315 patients, 131 had symptomatic thrombosis after picc catheterization. the incidence of symptomatic thrombosis was lower in patients with blood type o when compared with that in patients with blood types other than o. the history of venous thrombosis, tumor category, arm circumference, and insertion attempts are risk factors associated with the picc-related venous thromboembolism (vte). after multivariable adjustment, insertion attempts and the non-o blood type were observed to remain associated with thrombosis. conclusion: the risk of picc-related thrombosis in patients with non-o blood type is significantly higher than that in patients with blood type o. ",YES
32880203,Non-O blood type_ group B,Yes,"association between abo blood group and venous thrombosis related to the peripherally inserted central catheters in cancer patients. . objective: to evaluate the potential relation between the abo blood group and the risk of venous thrombosis in cancer patients with peripherally inserted central catheters (piccs). methods: the patients who underwent picc catheterization in beijing cancer hospital from january 2018 to october 2019 were retrospectively analyzed. the general information, disease diagnosis, catheterization situation, and complications were recorded for each patient. further, the blood group status was identified using the hospital information systems. logistic and cox proportional hazard regression analyses were performed to identify the risk factors for symptomatic picc-related thrombosis. results: among the 2315 patients, 131 had symptomatic thrombosis after picc catheterization. the incidence of symptomatic thrombosis was lower in patients with blood type o when compared with that in patients with blood types other than o. the history of venous thrombosis, tumor category, arm circumference, and insertion attempts are risk factors associated with the picc-related venous thromboembolism (vte). after multivariable adjustment, insertion attempts and the non-o blood type were observed to remain associated with thrombosis. conclusion: the risk of picc-related thrombosis in patients with non-o blood type is significantly higher than that in patients with blood type o. ",YES
