PMID,FACTOR,TEXT
35287828,Age,conclusion: this review showed a two-fold risk of thrombosis in overweight/obese compared to normal weight/underweight oncological patients with piccs.
28218366,Cancer,"peripherally inserted central catheter-related complications in cancer patients: a prospective study of over 50,000 catheter days. purpose: to evaluate incidence and risk factors of peripherally inserted central catheter (picc)-related complications in cancer patients. methods: a prospective, multicenter, cohort study of cancer patients with picc insertion was performed from february 1, 2013 to april 24, 2014. results: there were 477 cancer patients included, for a total of 50,841 catheter-days. conclusions: cancer patients with bmi greater than 25 were more likely to have picc complications."
28218366,BMI,"in multivariable analysis, body mass index (bmi) >25 (odds ratio, 2.09; 95% confidence interval, 1.26-3.47, p = 0.004) was shown to be a significant risk factor for picc complications. conclusions: cancer patients with bmi greater than 25 were more likely to have picc complications."
28218366,PICC indwelling time,"peripherally inserted central catheter-related complications in cancer patients: a prospective study of over 50,000 catheter days. eighty-one patients (17.0%) developed picc-related complications, with an incidence of 1.59 per 1000 catheter days. nine (1.9%) patients developed symptomatic upper extremity deep venous thrombosis (uedvt) and central line associated bloodstream infection (clabsi) was shown in six (1.3%) piccs with an infection rate 0.12 per 1000 catheter days."
28218366,PICC infection,nine (1.9%) patients developed symptomatic upper extremity deep venous thrombosis (uedvt) and central line associated bloodstream infection (clabsi) was shown in six (1.3%) piccs with an infection rate 0.12 per 1000 catheter days.
35645580,Diabete,"in univariate and multivariate analyses, diabetes mellitus was associated with catheter-related infection. in univariate and multivariate analyses, diabetes mellitus and fluoroscopy-guided insertion were associated with favorable catheter survival."
35645580,PICC insertion procedure,conclusion: the results of our study showed high success and low complication rates for picc insertion by nephrologists.
35645580,PICC infection,"the reasons for catheter removal were classified as accidental removal; treatment termination; catheter occlusion; vessel thrombosis; catheter-related infection, or patient death. overall catheter complications were defined as catheter occlusion, vessel thrombosis, or catheter-related infection. in univariate and multivariate analyses, diabetes mellitus was associated with catheter-related infection."
28978332,PICC infection,"the primary outcome was picc failure, a composite of picc removal for local infection, catheter-associated bloodstream infection, dislodgement, occlusion, and/or catheter fracture."
26312402,PICC infection,"major (central line-associated bloodstream infection, venous thromboembolism, catheter dislodgement) and minor (migration, dressing disruption, lumen occlusion, exit site infection) complications and process measures (flushing of picc, assessment of necessity) were recorded."
28936124,Chemotherapy,"statistically significant risk factors for developing prdvt in multivariate analysis included more than one attempt for insertion (or 2.61, 95%ci: 1.12-6.05) and the use of fluoropyrimidine containing chemotherapy (or 4.27, 95%ci 1.3-14.07). when all-type vte were considered together fluoropyrimidine containing chemotherapy (or 4.54, 95% ci 1.63-12.61), male gender (or 2.03, 95% ci 1.04-3.93) and white cell count (or 1.12, 95% ci 1.00-1.26) were statistically significant as risk factors in this analysis. fluoropyrimidine containing chemotherapy and more than one attempt for picc insertion were independent predictors of picc-associated vte whilst the former remained an independent predictor of all-type vte."
28936124,Cancer,"the risk of venous thromboembolism associated with peripherally inserted central catheters in ambulant cancer patients. piccs are increasingly utilised in the management of cancer patients, a group which carries both additional risks for vascular thromboembolism as well as for complex morbidity. we analysed a cohort of cancer patients subjected to picc insertion in a single cancer centre for the incidence of all-type vascular thromboembolism (vte) and investigated relative risk factors. conclusions: this is a large study of vte following picc insertion in cancer patients which also looks at the rate of distant vte."
28936124,Gender,"male gender was the only significant risk factor for distant vte. when all-type vte were considered together fluoropyrimidine containing chemotherapy (or 4.54, 95% ci 1.63-12.61), male gender (or 2.03, 95% ci 1.04-3.93) and white cell count (or 1.12, 95% ci 1.00-1.26) were statistically significant as risk factors in this analysis."
28936124,PICC insertion procedure,"we analysed a cohort of cancer patients subjected to picc insertion in a single cancer centre for the incidence of all-type vascular thromboembolism (vte) and investigated relative risk factors. methods: in this clinical audit, the records of patients referred for picc insertion in our centre in the period between 1/1/2011 and 1/4/2014 were retrospectively reviewed. the kaplan meier method was used to study time from picc insertion to prdvt/vte. conclusions: this is a large study of vte following picc insertion in cancer patients which also looks at the rate of distant vte. fluoropyrimidine containing chemotherapy and more than one attempt for picc insertion were independent predictors of picc-associated vte whilst the former remained an independent predictor of all-type vte."
30594171,Cancer,"symptomatic venous thromboembolism associated with peripherally inserted central catheters predicts a worse survival in nasopharyngeal carcinoma: results of a large cohort, propensity score-matched analysis. background: despite increasing use, symptomatic venous thromboembolism (vte) associated with peripherally inserted central catheter (picc) is a common complication in nonmetastatic nasopharyngeal carcinoma (npc) patients."
30594171,Anticoagulants therapy,"subgroup analyses indicated that no significant survival difference was found between picc-related superficial venous thrombosis and deep vein thrombosis, nor did different anticoagulant treatment methods."
31721153,Cancer,cost analysis comparison between peripherally inserted central catheters and implanted chest ports in patients with cancer-a health economic evaluation of the piccport trial. background: a reliable central venous access device is a cornerstone in the treatment of cancer. method: we conducted a randomized controlled trial including 399 patients with cancer and performed a health economic evaluation investigating the cost related to piccs and ports using several clinically relevant dimensions from a healthcare perspective. conclusion: we have demonstrated that the cost from a healthcare perspective is higher in cancer patients receiving a picc than to those with a port.
37046808,Chemotherapy,"intravascular complications of central venous catheterization by insertion site in acute leukemia during remission induction chemotherapy phase: lower risk with peripherally inserted catheters in a single-center retrospective study. in a 10-year period, 336 cvc were inserted in the bbv (n = 115), ijv (n = 111), and scv (n = 110) in 336 patients suffering from aml (n = 201) and all (n = 135) and undergoing induction chemotherapy. picc was a valid cvc for the induction chemotherapy of acute leukemia for the lowest risk of sdvt and bsi."
37046808,Cancer,"intravascular complications of central venous catheterization by insertion site in acute leukemia during remission induction chemotherapy phase: lower risk with peripherally inserted catheters in a single-center retrospective study. a bbv approach [peripherally inserted central catheter (picc)] is increasingly used for short- to intermediate-term cvcs for acute leukemias undergoing cytotoxic intensive regimens. in this retrospective study, the catheterization of the bbv, ijv, and scv in patients with previously untreated acute leukemia was assessed. picc was a valid cvc for the induction chemotherapy of acute leukemia for the lowest risk of sdvt and bsi."
31445252,Cancer,"machine learning approaches for risk assessment of peripherally inserted central catheter-related vein thrombosis in hospitalized patients with cancer. design: we conducted a prospective cohort study of 348 cancer patients with piccs who were admitted to the department of oncology of west china hospital, over a 1-year period, between february 1, 2016, and february 31, 2017. conclusions: our research confirmed that ml approaches are powerful tools to identify cancer patients with a high risk of picc-related thrombosis, which outperform the currently used criteria (seeley). from our research, more-precise assessments can be performed in cancer patients with piccs to help decide the prophylaxis and effectively lower the incidence of picc-related thrombosis."
24781722,Chemotherapy,"thrombotic risk factors in patients undergoing chemotherapy via peripherally inserted central catheter. objective: to evaluate risk factors for venous thrombosis in patients undergoing chemotherapy via peripherally inserted central catheter (picc). conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy."
24781722,BMI,"methods: data regarding age, sex, body mass index (bmi), smoking history, diagnosis, medical history, family history of thrombosis, haemoglobin level, and white blood cell (wbc) and platelet counts were prospectively collected from consecutively recruited patients. age >60 years, bmi >25 kg/m(2) and wbc >11.4 × 10(9)/l were identified as independent risk factors for thrombosis. conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy."
24781722,Age,"conclusions: age >60 years, bmi >25 kg/m(2) and wbc >1.4 × 10(9)/l are major risk factors for thrombosis in chinese patients undergoing picc chemotherapy."
30384035,ICU,"we report the rate of vte in intensive care unit (icu) medical patients receiving picc, cvc, both, or neither."
26113804,PICC infection,"post-thrombotic complication rates, particularly infection, were higher in the picc group compared to the ltstc group (p = 0.597)."
28740162,PICC insertion procedure,we retrospectively reviewed a database of 320 consecutive patients who underwent picc insertion between december 2014 and december 2015 at the first affiliated hospital of xi'an jiaotong university to explore the potential associations between risk factors and picc-associated thrombosis.
24911379,BMI,"in multivariable logistic regression analyses, malnutrition and after-hours placement were significantly associated with increased risk of complications, as was body mass index (bmi) >30 after adjusting for anticoagulation and time of placement. conclusions: screening of patients undergoing picc placement with attention to malnutrition, bmi >30, and length of stay may reduce the risk of picc-associated complications."
24911379,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"in our multivariable logistic regression analyses, use of anticoagulation/antiplatelet agents was associated with decreased risk of all-cause complications, nonmechanical complications, and catheter-associated thrombosis. use of anticoagulation/antiplatelet agents and avoiding after-hours placement may reduce complications and enhance patient safety."
24911379,PICC infection,"complications included catheter-associated thrombosis (3%), mechanical complications (4%), catheter-associated bloodstream infections (2%), and cellulitis (1%)."
31981040,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),management of anticoagulant therapy according to the platelet count. uedvt treatment was compared in 3 groups: patients with a platelet count ≥ 50 × 10(9)/l (group1) who underwent a therapeutic dose of low molecular weight heparin (lmwh) or fondaparinux 7.5 mg; patients with a platelet count < 50 × 10(9)/l and ≥ 30 × 10(9)/l (group 2) who were treated with a 50% reduced dose of lmwh or fondaparinux 5 mg; patients with platelets < 30 × 10(9)/l (group 3) were observed and treated with anticoagulants when the count was > 30 × 10(9)//l.
31981040,Anticoagulants therapy,management of anticoagulant therapy according to the platelet count. uedvt treatment was compared in 3 groups: patients with a platelet count ≥ 50 × 10(9)/l (group1) who underwent a therapeutic dose of low molecular weight heparin (lmwh) or fondaparinux 7.5 mg; patients with a platelet count < 50 × 10(9)/l and ≥ 30 × 10(9)/l (group 2) who were treated with a 50% reduced dose of lmwh or fondaparinux 5 mg; patients with platelets < 30 × 10(9)/l (group 3) were observed and treated with anticoagulants when the count was > 30 × 10(9)//l. we observed no hemorrhagic or thrombotic complications related to the anticoagulant therapy; length of treatment was comparable between groups 1 and 2 (51 days group 1 vs 50 days group 2).
35279504,Cancer,"risk of vte associated with ports and piccs in cancer patients: a systematic review and meta-analysis. objective: we aimed to study the incidence of port-related vte and picc-related vte in cancer patients by a meta-analysis. cohort studies and randomized controlled trials (rcts) comparing port-related vte and picc-related vte in cancer patients were included. our meta-analysis of 22 studies suggested that the risk of port-related vte was lower than that of picc-related vte in cancer patients (or = 0.38, 95% ci: 0.25-0.58). conclusions: ports are associated with a lower risk of vte than piccs in cancer patients. the risk of vte and benefits should be considered when selecting ports or piccs for cancer patients."
34095299,Diabete,"the relevant data for the participants, including general information (gender, age, smoking, and drinking), comorbidities (diabetes, hypertension, and anemia), tumor-related data (tumor site, histology, degree of differentiation, and clinical stage), and treatment-related data (surgery, chemotherapy, hormones, transfusion, and peripherally inserted central venous catheter (picc)), were collected. the results demonstrate a statistically significant difference in age, diabetes, hypertension, histology, surgery, chemotherapy, and picc (p < 0.05), compared with control. age, diabetes, surgery, and picc serve as independent risk factors for gc-associated thrombotic diseases (p < 0.05). the present work demonstrates that gc-associated thrombotic diseases are significantly associated with age, diabetes, surgery, and picc, suggesting a potential target for early detection and preventive strategy for gc patients with thrombophilia."
34095299,Cancer,risk factors for gastric cancer-associated thrombotic diseases in a han chinese population. the aim of the present work was to investigate the risk factors for gastric cancer- (gc-) associated thrombotic diseases in a han chinese population.
34095299,Surgery_type of surgery,"the relevant data for the participants, including general information (gender, age, smoking, and drinking), comorbidities (diabetes, hypertension, and anemia), tumor-related data (tumor site, histology, degree of differentiation, and clinical stage), and treatment-related data (surgery, chemotherapy, hormones, transfusion, and peripherally inserted central venous catheter (picc)), were collected. the results demonstrate a statistically significant difference in age, diabetes, hypertension, histology, surgery, chemotherapy, and picc (p < 0.05), compared with control. age, diabetes, surgery, and picc serve as independent risk factors for gc-associated thrombotic diseases (p < 0.05). the present work demonstrates that gc-associated thrombotic diseases are significantly associated with age, diabetes, surgery, and picc, suggesting a potential target for early detection and preventive strategy for gc patients with thrombophilia."
34095299,Thrombophilia,"the present work demonstrates that gc-associated thrombotic diseases are significantly associated with age, diabetes, surgery, and picc, suggesting a potential target for early detection and preventive strategy for gc patients with thrombophilia."
25680892,Chemotherapy,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis."
25680892,Diabete,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis."
25680892,BMI,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis."
25680892,History Of Thrombosis,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis."
25680892,Performans score_performance status_karnofsky_ECOG_Less activity_bedridden > 72h,"identification of patient-related risk factors could lead to early recognition of upper limb deep vein thrombosis in patients with catheters, thereby preventing complications."
25680892,Thrombophilia,"multiple studies identified age, malignancy, diabetes, obesity, chemotherapy, thrombophilia and a history of thrombosis as significant risk factors for catheter-related thrombosis."
34454607,PICC insertion procedure,"the success rate of the first catheterization, the success rate of the catheterization, the timing of the catheterization, the complications and the position of the catheter end were compared between the two groups."
37736715,Chemotherapy,"clinical characteristics of peripherally inserted central catheter-related complications in cancer patients undergoing chemotherapy: a prospective and observational study. the purpose of this study was to investigate the clinical characteristics of picc-related complications in cancer patients undergoing chemotherapy. conclusions: picc-related complications were pretty common in cancer patients undergoing chemotherapy. because more than half of the patients with picc-related complications could be managed with conventional interventions, piccs remain a priority for cancer patients undergoing short-term chemotherapy."
37736715,Cancer,"clinical characteristics of peripherally inserted central catheter-related complications in cancer patients undergoing chemotherapy: a prospective and observational study. purpose: the incidence of peripherally inserted central catheter (picc)-related complications is higher in cancer patients than in noncancer patients. the purpose of this study was to investigate the clinical characteristics of picc-related complications in cancer patients undergoing chemotherapy. cancer patients undergoing picc insertion for anticancer treatment were recruited and followed up until the first week after catheter removal. conclusions: picc-related complications were pretty common in cancer patients undergoing chemotherapy. because more than half of the patients with picc-related complications could be managed with conventional interventions, piccs remain a priority for cancer patients undergoing short-term chemotherapy."
37736715,PICC insertion procedure,cancer patients undergoing picc insertion for anticancer treatment were recruited and followed up until the first week after catheter removal.
37736715,PICC infection,"catheter fracture and catheter-related bloodstream infection were classified as the ""late onset"" group occurring after the second month post-insertion. marsi, catheter dislodgement, occlusion, and insertion site infection were classified as the ""persistent onset"" group persistently occurring during the whole catheter-dwelling period."
27240799,PICC infection,background: central line-associated bloodstream infections (clabsis) are a common life-threatening risk factor associated with central venous catheters (cvcs).
25616129,PICC infection,"during follow up of piccs, catheter infection rate was 0.3/1000 days, vein thrombosis rate 0.4/1000 days, catheter occlusion 0.4/1000 days, and catheter displacement 0.33/1000 days. for midline catheters infection rate was 1.4/1000 days, vein thrombosis 5.2/1000 days, catheter occlusion 2.6/1000 days, and catheter displacement 2.2/1000 days."
25634150,PICC infection,"joanna briggs institute tools were used to extract data from the final 19 articles with information collated relating to catheter type, patient type, overall complication rate, rates of infection, occlusion, dislodgment, phlebitis, thrombus and rupture. although both lines saw similar overall rates upon closer observation, the strengths and weaknesses of both lines are shown.polyurethane picc lines were found to provide lower rates of infection, dislodgment, thrombus and rupture complications.mixed results were found with catheter line occlusions, overall averages showing polyurethane lines slightly higher rates than silicone."
31005243,Chemotherapy,"background: centrally inserted totally implanted vascular access ports (ports) and peripherally inserted central catheters (piccs) are widely used for the administration of chemotherapy. our aim was to study the incidence of catheter-related deep venous thrombosis in patients with cancer receiving chemotherapy through either a picc or a port. this increased risk should be considered when choosing a vascular access device for chemotherapy, especially in patients with solid malignancy."
31005243,Cancer,"clinical impact of peripherally inserted central catheters vs implanted port catheters in patients with cancer: an open-label, randomised, two-centre trial. our aim was to study the incidence of catheter-related deep venous thrombosis in patients with cancer receiving chemotherapy through either a picc or a port. methods: adults with non-haematological cancer (mainly breast and colorectal) from two swedish oncology centres were included and followed for up to 1 yr."
38105233,Chemotherapy,"logistic regression analysis showed that age (p = 0.0444), temperature (p = 0.0317), amount of blood loss (p = 0.0067), picc (p < 0.0001), chemotherapy (p = 0.0459), anemia (p = 0.0007), international normalized ratio (p = 0.003) and ca199 (p = 0.0234) were independent risk factors for vte."
38105233,Cancer,"risk factors of venous thromboembolism in inpatients with colorectal cancer in china. to explore the risk factors for venous thromboembolism (vte) in inpatients with colorectal cancer. the demographic factors, comorbidities, and hematological indices of patients with colorectal cancer treated in our hospital from 2016 to 2021 were collected and recorded. clinical parameters are associated with vte in inpatients with colorectal cancer, which will help to guide clinicians to take effective measures to improve the patients' prognosis."
38105233,Smoking,"comparing the clinical data of 293 cases of non-vte group and 235 cases of vte group, we found significant differences in age, smoking, temperature, amount of blood loss, differentiation degree, peripherally inserted central catheter (picc), radiotherapy, anemia, infection, white blood cell count, prothrombin time (pt), pt%, prothrombin ratio, international normalized ratio, thrombin time, ca199 and cea between the two groups (p < 0.05)."
38105233,Age,"logistic regression analysis showed that age (p = 0.0444), temperature (p = 0.0317), amount of blood loss (p = 0.0067), picc (p < 0.0001), chemotherapy (p = 0.0459), anemia (p = 0.0007), international normalized ratio (p = 0.003) and ca199 (p = 0.0234) were independent risk factors for vte."
38105233,Number of comorbidities/HTA/Hyperglycemia,"the demographic factors, comorbidities, and hematological indices of patients with colorectal cancer treated in our hospital from 2016 to 2021 were collected and recorded."
38105233,Biology ( blood platelet level_white blood cell level_triglycerides_fibrinogen),"comparing the clinical data of 293 cases of non-vte group and 235 cases of vte group, we found significant differences in age, smoking, temperature, amount of blood loss, differentiation degree, peripherally inserted central catheter (picc), radiotherapy, anemia, infection, white blood cell count, prothrombin time (pt), pt%, prothrombin ratio, international normalized ratio, thrombin time, ca199 and cea between the two groups (p < 0.05)."
38105233,PICC infection,"comparing the clinical data of 293 cases of non-vte group and 235 cases of vte group, we found significant differences in age, smoking, temperature, amount of blood loss, differentiation degree, peripherally inserted central catheter (picc), radiotherapy, anemia, infection, white blood cell count, prothrombin time (pt), pt%, prothrombin ratio, international normalized ratio, thrombin time, ca199 and cea between the two groups (p < 0.05)."
36013377,Chemotherapy,central venous access and the risk for thromboembolic events in patients undergoing neoadjuvant chemotherapy and radical cystectomy for muscle-invasive bladder cancer. thromboembolic events (tee) are high-risk complications in patients undergoing neoadjuvant chemotherapy (nac) and radical cystectomy (rc) for urothelial muscle-invasive bladder cancer (mibc).
36013377,Cancer,central venous access and the risk for thromboembolic events in patients undergoing neoadjuvant chemotherapy and radical cystectomy for muscle-invasive bladder cancer. thromboembolic events (tee) are high-risk complications in patients undergoing neoadjuvant chemotherapy (nac) and radical cystectomy (rc) for urothelial muscle-invasive bladder cancer (mibc).
28619777,Cancer,"peripherally inserted central catheter dressing and securement in patients with cancer: the pisces trial. patients with cancer are at highest risk, and this increases morbidity, mortality and costs."
28619777,PICC infection,"for the dressing hypothesis, we hypothesise chg discs will reduce catheter-associated bloodstream infection (cabsi) compared with no chg disc. for the securement hypothesis, we hypothesise that isd will reduce composite picc failure (infection (cabsi/local infection), occlusion, dislodgement or thrombosis), compared with sed."
37883756,Cancer,"a novel model to prevent venous thromboembolism in patients with lung cancer. objective: to observe the effect of nurse-patient co-management mode on preventing venous thromboembolism (vte) in lung cancer patients with carboplatin and gemcitabine chemotherapy after peripheral venipuncture central venous catheterization (picc). methods: 100 patients with lung cancer admitted to the 2nd affiliated hospital of hainan medical university from april 2020 to april 2022 were selected. patients in the control group were given routine nursing for lung cancer, and patients in the observation group were treated with nurse-patient co-management mode, and nursing intervention lasted for 2 months."
35086961,PICC infection,"picc-related major (deep vein thrombosis (dvt), central line-associated bloodstream infection (clabsi) and catheter occlusion) and minor complications were collected."
33908337,ICU,"multivariable cox proportional hazards models with robust sandwich standard error estimates accounting for the clustered nature of data were used to identify factors associated with picc complications in coated versus noncoated devices across general care, intensive care unit (icu), and oncology patients."
33908337,PICC infection,"objective: to examine the effectiveness of antimicrobial and antithrombogenic materials incorporated into peripherally inserted central catheters (piccs) to prevent bloodstream infection, thrombosis, and catheter occlusion. within the entire cohort, 540 (1.3%) developed thrombosis, 745 (1.8%) developed bloodstream infection, and 4,090 (9.6%) developed catheter occlusion. adjusting for known risk factors, antimicrobial piccs were not associated with infection reduction (hr, 1.16; 95% ci, 0.82-1.64), and antithrombogenic piccs were not associated with reduction in thrombosis and occlusion (hr, 1.15; 95% ci, 0.92-1.44)."
37572590,Cancer,"the clinical topography of peripherally inserted central catheter-related thrombosis in cancer patients: a prospective and longitudinal observational study based on ultrasound scans every two days. aims: to delineate the clinical topography of peripherally inserted central catheter (picc)-related thrombosis in cancer patients. methods: cancer patients scheduled for picc placement were potentially eligible; patients with contraindications to picc placement or existing diseases affecting blood flow were excluded; and those who later withdrew or did not reply to our contact request during the follow-up period were eliminated from this study. conclusion: picc-related thrombosis is common and can occur very early post insertion in cancer patients, and most thromboses present atypical symptoms."
25198809,Chemotherapy,"aim: the aim of this study is to compare the complication rates of three vascular access devices in patients with solid tumours having infusion chemotherapy. materials and methods: an observational study of 58 central venous catheter (cvc) lines inserted in 55 patients with solid tumours requiring infusional chemotherapy was performed. results: the two cvc groups (ports and non-ports) matched equally in terms of tumour site; all patients with solid tumours were included, haematology patients were excluded and chemotherapy regimens were comparable. conclusions: in our study, we demonstrated that central venous ports and picc lines in patients undergoing infusional chemotherapy had lower line infection rates than tunnelled catheters, and only ports have been shown to be almost complication-free. therefore, we recommend that central venous ports are a safe, acceptable cvc option for infusional chemotherapy for adults with solid tumours."
25198809,PICC infection,"a comparison of infections and complications in central venous catheters in adults with solid tumours. the study was conducted between january 2011 and august 2013, looking at complication and infection rates as primary outcomes. ten out of 19 tunnelled catheters had complications including three displacements and seven were removed due to infection. conclusions: in our study, we demonstrated that central venous ports and picc lines in patients undergoing infusional chemotherapy had lower line infection rates than tunnelled catheters, and only ports have been shown to be almost complication-free. in addition, we found infection rates higher in cvcs s cared for by patient/carers rather than hospital only care, and higher in colorectal patients with stomas."
25953205,Age,"after multivariate analysis, two risk factors were significantly associated with the overall occurrence of complications: age more than 70 years [or = 2.89 (1.06-7.89], p = 0.04] and number of lumen at least two [or = 2.64 (1.03-6.75), p = 0.04]."
25953205,PICC insertion procedure,"all picc complications were recorded during the patient hospitalization: infection [catheter-related bloodstream infection (crbsi), central line associated bloodstream infection (clabsi), exit-site infection, septic phlebitis], thrombosis, occlusion, mechanical complication (accidental withdrawal, malposition, median nerve irritation). aeruginosa), two exit-site infections and 10 clabsis), 11 (6%) occlusions, and 12 (7%) mechanical complications (10 accidental withdrawals, one malposition, one median nerve irritation)."
25953205,PICC infection,"evaluation of picc complications in orthopedic inpatients with bone infection for long-term intravenous antibiotics therapy. purpose: the purpose of this study is to evaluate the complications of peripherally inserted central catheters (piccs) in orthopedic patients with chronic bone orthopedic infection. all patients had bones infections necessitating a long-term intravenous antibiotics therapy. all picc complications were recorded during the patient hospitalization: infection [catheter-related bloodstream infection (crbsi), central line associated bloodstream infection (clabsi), exit-site infection, septic phlebitis], thrombosis, occlusion, mechanical complication (accidental withdrawal, malposition, median nerve irritation). thirty-six piccs (20%) were removed due to complications (9.2 complications per 1000 picc-days): 14 (8%) infections (one crbsi (pseudomonas aeruginosa), one septic phlebitis (p. aeruginosa), two exit-site infections and 10 clabsis), 11 (6%) occlusions, and 12 (7%) mechanical complications (10 accidental withdrawals, one malposition, one median nerve irritation). conclusions: even in orthopedic patients with chronic orthopedic bone infection, piccs have a low rate of complication."
34973357,Two or more lumens,"in multivariate cox analysis, independent risk factors for picc-associated complications were obesity (adjusted hazard ratio (ahr), 1.08, p < .001) and diabetes (ahr, 1.85, p = .039), adjusting for chronic renal failure, number of lumens, catheter/vein diameter ratio and duration of home-based care. the number of catheter lumens is one of the modifiable factors to reduce complications."
34973357,Diabete,"in multivariate cox analysis, independent risk factors for picc-associated complications were obesity (adjusted hazard ratio (ahr), 1.08, p < .001) and diabetes (ahr, 1.85, p = .039), adjusting for chronic renal failure, number of lumens, catheter/vein diameter ratio and duration of home-based care. conclusions: in our study, the use of kt fix plus did not reduce the risk of complications adjusting for other risk factors such as obesity and diabetes."
34973357,BMI,"in multivariate cox analysis, independent risk factors for picc-associated complications were obesity (adjusted hazard ratio (ahr), 1.08, p < .001) and diabetes (ahr, 1.85, p = .039), adjusting for chronic renal failure, number of lumens, catheter/vein diameter ratio and duration of home-based care. conclusions: in our study, the use of kt fix plus did not reduce the risk of complications adjusting for other risk factors such as obesity and diabetes."
34973357,PICC infection,"the primary endpoint was the composite of picc-associated complications until removal, including occlusion, migration, accidental withdrawal, infection, thrombosis, and hematoma."
31073442,Surgery_type of surgery,"purpose  right atrial (ra) or intracardiac lines are commonly used for hemodynamic monitoring in children undergoing cardiac surgery. methods  after approval from the institutional review board, a retrospective review of all patients undergoing cardiac surgery at arkansas children's hospital between the dates of january 1, 2006 and december 31, 2011 was performed. disease severity as assessed by risk-adjusted classification for congenital heart surgery (rachs) score ( p  < 0.046), year of placement ( p  < 0.001), and line type adjusted for thrombolytic (alteplase) use are significantly associated with risk of any cabsi."
31073442,PICC infection,"catheter-associated blood stream infections in intracardiac lines. in some institutions, these lines are used as the preferred long-term access line due to concerns for catheter-associated blood stream infections (cabsi) and catheter-related venous thrombosis with central lines in other locations."
34297997,PICC infection,"the primary outcome was complication rate (composite of infection, venous thrombosis, pulmonary embolus, inability to aspirate blood, mechanical failure, and other) assessed until device removal, withdrawal from study, or 1-year follow-up."
36960818,Two or more lumens,"nudging to select single-lumen over multiple-lumen peripherally inserted central catheters (piccs) in a large safety net system. compared to multilumen piccs, single-lumen piccs carry a lower rate of complications, including central-line-associated bloodstream infection and thrombosis. despite this, multilumen piccs are still overused."
36960818,PICC infection,"compared to multilumen piccs, single-lumen piccs carry a lower rate of complications, including central-line-associated bloodstream infection and thrombosis. clabsi rates had a nonsignificant reduction by 26.7% from 2.44 to 1.79 infections per month (p = .255)."
34711086,Cancer,"methods: in this randomized controlled trial, 120 cancer patients were randomly assigned to the upper portion of the red zone (rz), the green zone (gz) and the lower portion of the yellow zone (yz) groups (at a 1:1:1 ratio). the aim was to compare the degree of patient comfort and the incidence of major picc complications among the three insertion zones based on the zim(tm) in a chinese cancer center."
34711086,PICC insertion procedure,"conclusions: this study found that the lower portion of yz seems to be another suitable picc insertion site for a higher degree of comfort and a lower risk of occlusion and thrombosis, which broadens the choice of picc insertion sites in the upper arm for clinical practice."
26519981,ICU,complication rates among peripherally inserted central venous catheters and centrally inserted central catheters in the medical intensive care unit. purpose: there are limited contemporary data describing the rates of catheter-related deep vein thrombosis (crdvt) and central line-associated bloodstream infection for peripherally inserted central venous catheters (piccs) and centrally inserted central venous catheters (ciccs) in the medical intensive care unit (icu).
26519981,PICC infection,"purpose: there are limited contemporary data describing the rates of catheter-related deep vein thrombosis (crdvt) and central line-associated bloodstream infection for peripherally inserted central venous catheters (piccs) and centrally inserted central venous catheters (ciccs) in the medical intensive care unit (icu). central line-associated bloodstream infection was defined according to federal reporting criteria. only 1 central line-associated bloodstream infection occurred in a picc following icu dismissal, p > .999."
26217634,PICC infection,"the most common catheter-related complication was thrombosis (12, 8.8%) followed by infection (8, 5.8%)."
36644041,Surgery_type of surgery,"this study aims to identify the incidence of deep vein thrombosis (dvt) and superficial vein thrombosis (svt) among post-craniotomy/craniectomy patients and further evaluate established hypercoagulability risk factors such as trauma, tumors, and surgery. this model included variables such as age, post-operative days before anticoagulant administration, female sex, indications for surgery such as tumor and trauma, presence of a picc line, and anticoagulant administration. the multivariate logistic regression analysis found that increasing the number of days between surgery and administration of anticoagulants significantly increased the risk of vte incidence (odds ratio 1.183, 95% ci 1.068-1.311, p = 0.001)."
36644041,Anticoagulants therapy,"this model included variables such as age, post-operative days before anticoagulant administration, female sex, indications for surgery such as tumor and trauma, presence of a picc line, and anticoagulant administration. the multivariate logistic regression analysis found that increasing the number of days between surgery and administration of anticoagulants significantly increased the risk of vte incidence (odds ratio 1.183, 95% ci 1.068-1.311, p = 0.001). future prospective studies should assess vte risk assessment models such as ""3 bucket"" or ""caprini"" to develop universal guidelines for administering anticoagulant therapy to post-craniotomy/craniectomy patients that consider the timing of post-operative therapy initiation."
