PMID,YEAR,TITLE,ABSTRACT,LANGUAGE,TYPE,MH,OT
36682453,2023,Which trial do we need? Infectious and non-infectious complications of peripherally inserted central venous catheters and midline catheters. ,,['eng'],['Journal Article'],"['Humans' '*Central Venous Catheters/adverse effects/microbiology'
 '*Catheterization, Central Venous/adverse effects'
 '*Communicable Diseases/complications'
 '*Catheterization, Peripheral/adverse effects'
 '*Catheter-Related Infections/microbiology' 'Risk Factors'
 'Retrospective Studies']",['Bloodstream infection' 'CRBSI' 'Catheter' 'Midline' 'PICC lines']
37349797,2023,Right heart thrombus in transit and peripherally inserted central catheters. ,"Right heart thrombus in transit or ""free-floating right heart thrombus"" is defined as thrombus(i) arising from the deep veins that embolises to the right atrium or right ventricle before reaching the pulmonary vasculature. It is almost always associated with pulmonary thromboembolism and is a medical emergency with reported mortality rates of over 40%. We present two cases of right heart thrombus in transit with pulmonary thromboembolism resulting from venous thrombosis associated with peripherally inserted central catheters that were managed with different approaches. The cases highlight that clinicians should have a low threshold to utilise imaging modalities such as computerised tomography and transthoracic echocardiography when there is an untoward change in physiological parameters among patients with peripherally inserted central catheters, particularly those with risk factors for peripherally inserted central catheter associated venous thrombosis. Furthermore, procedural optimisation surrounding peripherally inserted central catheters, such as insertion technique and choice of lumen size, is underscored. ",['eng'],['Journal Article'],[],"['Anticoagulation' 'Imaging' 'PICC'
 'Peripherally inserted central catheters' 'Right heart thrombus' 'Risks'
 'Thrombosis']"
32770871,2020,Central venous catheter insertion and maintenance: Evidence-based clinical recommendations. ,"OBJECTIVE: To share with clinicians supporting evidence of the safest and the most effective processes for central venous catheter insertion and maintenance as a strategy to prevent catheter-associated bloodstream infections. METHODS: A literature search was conducted in the Medline via PubMed, Embase Central and Lilacs databases based on a set of clinical questions aimed at improving safety and effectiveness at key moments in the process of central venous catheter insertion and maintenance. The rapid literature review methodology was used. The studies identified were assessed from the quality point of view, using the Joanna Briggs Institute (JBI) tools for qualitative and quantitative studies and for systematic reviews. Clinical practice guidelines were assessed using the AGREE II tool. The evidence is presented in the form of evidence-based clinical recommendations, which were graded in accordance with the JBI methodology. RESULTS: Twelve clinical evidence summaries containing evidence related to the safe and effective use of central venous catheters are presented, including the following topics: central venous catheter insertion (CVC), peripherally inserted central catheters (PICC), preoperative assessment, the use of analgesia, field preparation, choice between CVC or PICC, CVC care and maintenance, prevention of complications, and general considerations pertaining to the use of central venous catheters in oncologic patients and in parenteral nutrition. CONCLUSIONS: Recommendations on the safe and effective use of central venous access catheters in relation to CVC insertion and maintenance processes are presented in the evidence-based summary model. It is necessary to evaluate their implementation in health outcomes in the institutions where they are developed. ",['eng' 'spa'],['Journal Article' 'Review'],"['Bacteremia/etiology/prevention & control' 'Blood Coagulation Disorders'
 'Catheter-Related Infections/prevention & control'
 'Catheterization, Central Venous/adverse effects/*methods'
 'Catheterization, Peripheral/adverse effects/methods'
 '*Central Venous Catheters' 'Equipment Design' 'Evidence-Based Medicine'
 'Humans' 'Kidney Diseases' 'Practice Guidelines as Topic']","['clinical protocols' 'atheter-related infections' 'bacteremia'
 'bacteriemia' 'infecciones relacionadas con catéteres'
 'medidas de seguridad' 'patient safety' 'protocolos clínicos'
 'safety measures' 'seguridad del paciente']"
29148000,2018,The feasibility and safety of PICCs accessed via the superficial femoral vein in patients with superior vena cava syndrome. ,"OBJECTIVE: To investigate the feasibility and safety of the peripherally inserted central catheters (PICCs) accessed via the superficial femoral vein in patients with superior vena cava syndrome (SVCS). METHODS: From October 2010 to December 2014, 221 cancer patients with SVCS in our center received real-time ultrasound-guidance of the superficial femoral vein inserted central catheters (FICCs) at the mid-thigh. PICC insertion via upper extremity veins had also been investigated in 2604 cancer patients without SVCS as control. The average catheterization time, one-time puncture frequency, catheter duration and complications were compared between two groups. RESULTS: In the FICC group, the mean catheterization time was 31.60 ± 0.15 minutes, one-time puncture frequency was 1.05 ± 0.08, and catheter duration was 168.95 ± 20.47 days. There was no significant difference compared with the upper extremity veins PICC group: 31.11 ± 3.86 minutes, 1.03 ± 0.30, and 173.58 ± 39.81 days, respectively. The major complications included skin allergy to chlorhexidine gluconate (CHG) dressings, exudation, catheter-related infection, catheter occlusions, unplanned catheter withdrawal, venous thrombosis, mechanical phlebitis, and catheter malposition. It is interesting that a higher rate of catheter malposition was observed in the upper extremity veins PICC group than in the FICC group (2.15% vs. 0.00%). There were no significant differences in other complications between the two groups. CONCLUSIONS: Real-time ultrasound-guided PICCs accessed via the superficial femoral vein at the mid-thigh is a new modified technique with low complications, which can be a feasible and safe alternative venous access for patients with SVCS. ",['eng'],['Journal Article'],"['Antineoplastic Agents/*administration & dosage'
 'Catheterization, Central Venous/adverse effects/instrumentation/*mortality'
 'Catheterization, Peripheral/adverse effects/instrumentation/*methods'
 'Catheters, Indwelling' 'Central Venous Catheters' 'China'
 'Feasibility Studies' '*Femoral Vein/diagnostic imaging' 'Humans'
 'Infusions, Intravenous'
 'Neoplasms/complications/diagnostic imaging/pathology/*therapy'
 'Parenteral Nutrition/adverse effects/instrumentation/*methods'
 'Punctures' 'Superior Vena Cava Syndrome/diagnostic imaging/*etiology'
 'Time Factors' 'Treatment Outcome' 'Ultrasonography, Interventional']","['Femoral vein' 'Peripherally inserted central catheters'
 'Superior vena cava syndrome' 'Technique']"
28676535,2017,Outcomes in a nurse-led peripherally inserted central catheter program: a retrospective cohort study. ,"BACKGROUND: Peripherally inserted central catheters (PICCs) provide enormous benefit to patients. However, recent publications have highlighted relatively high PICC-associated complication rates. We report on patient and device outcomes from a nurse-led program. METHODS: We performed a retrospective analysis of a prospective cohort of consecutive patients undergoing PICC insertion at The Ottawa Hospital between Jan. 1, 2013 and Dec. 31, 2014. Of the 8314 BioFlo PASV PICCs inserted, we randomly selected a sample of 700 and obtained a complete data set for 656. We measured the cumulative incidence of major complications (catheter-related bloodstream infections and deep vein thrombosis) and use of a thrombolytic to alleviate occlusions. RESULTS: The total number of catheter days was 58 486, and the median dwell time 45 days. We observed 4 cases of catheter-related bloodstream infection (0.6% [95% CI 0.17%-1.55%]) (0.07/1000 catheter days). Ten patients (1.5% [95% CI 0.83%-2.78%]) (0.17/1000 catheter days) had catheter-related deep venous thrombosis. At least 1 dose of thrombolytic was required in 75 catheters (11.4% [95% CI 8.61%-13.39]), 31 (7.1%) of the 436 single-lumen catheters and 113 (25.7%) of the 440 lumina of dual-lumen catheters (p < 0.001). INTERPRETATION: We attribute our low rates of major complications to a nurse-led expert insertion team, standardized care and maintenance protocols, high insertion volumes, novel catheter material and continuous quality-improvement initiatives that are implemented and evaluated regularly. We conclude that the considerable benefits PICCs provide to patients are attained with a low risk of major complications. ",['eng'],['Journal Article'],[],[]
29377971,2018,Patterns and Predictors of Short-Term Peripherally Inserted Central Catheter Use: A Multicenter Prospective Cohort Study. ,"BACKGROUND: The guidelines for peripherally inserted central catheters (PICCs) recommend avoiding insertion if the anticipated duration of use is =5 days. However, short-term PICC use is common in hospitals. We sought to identify patient, provider, and device characteristics and the clinical outcomes associated with short-term PICCs. METHODS: Between January 2014 and June 2016, trained abstractors at 52 Michigan Hospital Medicine Safety (HMS) Consortium sites collected data from medical records of adults that received PICCs during hospitalization. Patients were prospectively followed until PICC removal, death, or 70 days after insertion. Multivariable logistic regression models were fit to identify factors associated with short-term PICCs, defined as dwell time of =5 days. Complications associated with short-term use, including major (eg, venous thromboembolism [VTE] or central lineassociated bloodstream infection [CLABSI]) or minor (eg, catheter occlusion, tip migration) events were assessed. RESULTS: Of the 15,397 PICCs placed, 3902 (25.3%) had a dwell time of =5 days. Most (95.5%) short-term PICCs were removed during hospitalization. Compared to PICCs placed for >5 days, variables associated with short-term PICCs included difficult venous access (odds ratio [OR], 1.54; 95% confidence interval [CI], 1.40-1.69), multilumen devices (OR, 1.53; 95% CI, 1.39-1.69), and teaching hospitals (OR, 1.25; 95% CI, 1.04-1.52). Among those with short-term PICCs, 374 (9.6%) experienced a complication, including 99 (2.5%) experiencing VTE and 17 (0.4%) experiencing CLABSI events. The most common minor complications were catheter occlusion (4%) and tip migration (2.2%). CONCLUSION: Short-term use of PICCs is common and associated with patient, provider, and device factors. As PICC placement, even for brief periods, is associated with complications, efforts targeted at factors underlying such use appear necessary. ",['eng'],"['Journal Article' 'Multicenter Study' ""Research Support, Non-U.S. Gov't""
 ""Research Support, U.S. Gov't, P.H.S.""]","['Catheter-Related Infections/*drug therapy'
 'Catheterization, Peripheral/*adverse effects' 'Female'
 'Hospitalization/statistics & numerical data' 'Hospitals, Teaching'
 'Humans' 'Male' 'Michigan' 'Middle Aged' 'Prospective Studies'
 'Risk Assessment' 'Time Factors' 'Venous Thromboembolism/etiology']",[]
35108580,2022,Peripherally inserted central catheter-related bloodstream infections in patients with hematological malignancies: A retrospective 7-years single-center study. ,"OBJECTIVES: We sought to investigate the nature and incidence of bloodstream infection complications and to identify the risk factors of central catheter-related bloodstream infections (CRBSI). METHODS: During the study period, 291 consecutive patients with hematological malignancies who underwent PICC placement were retrospectively enrolled. We analyzed the covariates that were specified a priori for their association with CRBSI through multivariate Cox proportional hazards regression models. The association between each predictor and the related outcome was expressed using hazard ratios (HRs) with corresponding 95% confidence intervals (CIs). RESULTS: Of 391 peripherally inserted central catheter (PICCs) were inserted in 291 patients for a total of 63,714 catheter days during 7 years, with an infection rate of 0.71/1,000 catheter days. Among the patients with hematological malignancies, those with acute leukemia were prone to CRBSI. Having previous bloodstream infection (BSI) (HR 18.139; 95% CI, 8.19-40.174; P < .0001), the number of PICCs insertions (HR 4.695; 95% CI, 1.842-11.967; P = .001) (twice), (HR 6.794; 95% CI, 1.909-24.181; P = .003) (≥3 times) were significantly associated with CRBSI. Not accompanied by chronic comorbidities (HR 0.34; 95% CI, 0.131-0.887; P = .028) and longer duration of PICC use (days) (HR 0.997; 95% CI, 0.994-0.999; P = .008) might be protective factors preventing CRBSI. CONCLUSIONS: Our finding suggests that previous BSI and a higher number of PICC insertions are associated with an increased risk of CRBSI. A lack of chronic comorbidities may help prevent CRBSI. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['*Catheter-Related Infections/epidemiology/etiology'
 '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects' 'Catheters'
 '*Central Venous Catheters/adverse effects'
 '*Hematologic Neoplasms/complications' 'Humans' 'Retrospective Studies'
 'Risk Factors' '*Sepsis/etiology']","['Bloodstream infection' 'Clinical research' 'Cox hazard model'
 'Hematology' 'Peripheral catheter' 'Risk factor']"
26034508,2015,High incidence of post-operative infection after 'sinus tarsi' approach for treatment of intra-articular fractures of the calcaneus: a 5 year experience in an academic level one trauma center. ,"BACKGROUND: The optimal management of displaced intra-articular calcaneal fractures remains a topic of debate among trauma surgeons. The purpose of this study was to assess the safety of the sinus tarsi approach in regard to the incidence of deep infection and amputation following open reduction and internal fixation intra-articular calcaneal fractures. METHODS: We conducted a retrospective chart review of all patients with displaced intra-articular calcaneus fractures treated with internal fixation through the sinus tarsi approach in a five year period. All surgeries were performed in a single level one trauma center by a single orthopedic trauma fellowship trained surgeon. RESULTS: Seventeen patients with an average age of 36.6 ± 13.6 years (range 12-61 years) met the inclusion criteria. The time between injury and surgery was on average 6.1 days (range 1-22 days). Average follow up was 116 ± 78.2 days (range 3-276 days). Two patients (11.7%) had diabetes mellitus. None of the patients required amputation. Three patients (17.6%) developed deep infection and underwent subsequent formal irrigation and debridement, two of these requiring multiple repeat surgeries in addition to hardware removals. Negative pressure wound therapy and long term antibiotics via peripherally inserted central catheter (PICC) were necessary in these three patients with wound infections. CONCLUSION: The sinus tarsi approach for intra fixation intra-articular calcaneal fractures is safe as compared to the traditional extensile approach in regard to flap necrosis and amputation. However, the rate of deep infection was higher than previously described in the literature. ",['eng'],['Journal Article'],[],"['Sinus tarsi' 'calcaneus fracture' 'complication' 'deep infection'
 'intra-articular' 'minimal invasive']"
31324486,2019,What do patients say about their experience with urinary catheters and peripherally inserted central catheters? ,"BACKGROUND: Little is known about the patient experience with urinary catheters or peripherally inserted central catheters (PICCs). We sought to better understand patient perspectives on having a urinary catheter or a PICC by reviewing open-ended comments made by patients about having either of these 2 devices. METHODS: As part of a larger study, we asked patients about certain catheter-related complications at the time of catheter placement and on days 14, 30, and 70 (PICCs only). In this larger project, we performed a structured assessment that included an open-ended question about other comments (initial interview) or problems (follow-up interview) associated with the device. For the current study, we conducted a descriptive analysis of these open-ended comments, classifying them as positive, negative, or neutral. RESULTS: Positive comments about urinary catheters accounted for 9 of 147 comments (6%), whereas positive comments about PICCs accounted for 10 of 100 comments (10%). Positive comments for both catheter types were mostly related to convenience. More than 80% of comments about both types of devices were negative and fell into the following areas: catheter malfunction; pain, irritation, or discomfort; interference with activities of daily living; provider error; and other. CONCLUSIONS: Our findings underscore the need to optimize the patient experience with placement, ongoing use, and removal of urinary catheters and PICCs. ",['eng'],['Journal Article' 'Observational Study'],"['Catheterization, Peripheral/*adverse effects/*psychology' 'Humans'
 'Patient Acceptance of Health Care/*psychology/*statistics & numerical data'
 'Prospective Studies'
 'Urinary Catheterization/*adverse effects/*psychology']","['Medical device' 'PICC' 'Patient experience' 'Patient safety'
 'Urinary catheter']"
30367991,2018,The Integrating Pharmacogenetics in Clinical Care (I-PICC) Study: Protocol for a point-of-care randomized controlled trial of statin pharmacogenetics in primary care. ,"BACKGROUND: The association between the SLCO1B1 rs4149056 variant and statin-associated muscle symptoms (SAMS) is well validated, but the clinical utility of its implementation in patient care is unknown. DESIGN: The Integrating Pharmacogenetics in Clinical Care (I-PICC) Study is a pseudo-cluster randomized controlled trial of SLCO1B1 genotyping among statin-naïve primary care and women's health patients across the Veteran Affairs Boston Healthcare System. Eligible patients of enrolled primary care providers are aged 40-75 and have elevated risk of cardiovascular disease by American College of Cardiology/American Heart Association (ACC/AHA) guidelines. Patients give consent by telephone in advance of an upcoming appointment, but they are enrolled only if and when their provider co-signs an order for SLCO1B1 testing, performed on a blood sample already collected in clinical care. Enrolled patients are randomly allocated to have their providers receive results through the electronic health record at baseline (PGx + arm) versus after 12 months (PGx- arm). The primary outcome is the change in low-density lipoprotein cholesterol (LDL-C) after one year. Secondary outcomes are concordance with Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines for simvastatin prescribing, concordance with ACC/AHA guidelines for statin use, and incidence of SAMS. With 408 patients, the study has >80% power to exclude a between-group LDL-C difference of 10 mg/dL (non-inferiority design) and to detect between-group differences of 15% in CPIC guideline concordance (superiority design). CONCLUSION: The outcomes of the I-PICC Study will inform the clinical utility of preemptive SLCO1B1 testing in the routine practice of medicine, including its proposed benefits and unforeseen risks. ",['eng'],"['Clinical Trial Protocol' 'Journal Article' 'Randomized Controlled Trial'
 ""Research Support, U.S. Gov't, Non-P.H.S.""]","['Adult' 'Aged' 'Atherosclerosis/blood/drug therapy/*prevention & control'
 'Cholesterol, LDL/blood' 'Female' 'Humans'
 'Hydroxymethylglutaryl-CoA Reductase Inhibitors/*adverse effects'
 'Liver-Specific Organic Anion Transporter 1/genetics' 'Male'
 'Middle Aged' 'Muscular Diseases/*chemically induced/genetics'
 'Pharmacogenomic Testing' 'Point-of-Care Systems' 'Precision Medicine'
 '*Primary Health Care' 'Primary Prevention' 'Secondary Prevention'
 'Simvastatin/*adverse effects']","['Cardiovascular disease' 'Pharmacogenetics' 'Precision medicine'
 'Statin-associated muscle symptoms']"
35377721,2022,PICC vs. midline catheter use for short-term indications was linked to major complications at ≤30 d. ,"Swaminathan L, Flanders S, Horowitz J, et al. Safety and outcomes of midline catheters vs peripherally inserted central catheters for patients with short-term indications: a multicenter study. JAMA Intern Med. 2022;182:50-8. 34842905. ",['eng'],['Comment' 'Journal Article' 'Multicenter Study'],"['*Catheter-Related Infections/prevention & control'
 '*Catheterization, Central Venous/adverse effects'
 '*Catheterization, Peripheral/adverse effects'
 '*Central Venous Catheters/adverse effects' 'Humans']",[]
36767070,2023,Complications Associated with Peripherally Inserted Central Catheters (PICC) in People Undergoing Autologous Hematopoietic Stem Cell Transplantation (HSCT) in Home Hospitalization. ,"INTRODUCTION: The SARS-CoV-2 pandemic generated the need to keep immunosuppressed patients away from hospital institutions for as long as possible. This in turn stimulated the implementation of a home hospitalization model for autologous hematopoietic stem-cell transplantation (HSCT). PURPOSE: To analyze whether there are significant differences in post-transplantation complications related to catheters observed in patients treated in the home-transplant care modality compared to patients treated in the hospital. METHODOLOGY: Observational, analytical, longitudinal, and retrospective study of cases and controls. A convenience sample was chosen, in which the cases comprised 20 patients included in the home HSCT care model. For each patient, it was considered suitable to propose two controls among those who received autologous transplantation in the last five years with a baseline demographic and pathological profile similar to the case for whom they were control. RESULTS: The home patients achieved an average of 22.4 ± 2.6 days of evolution with an average of 16.4 ± 2.08 days post-transplant, compared to the hospital process with an average of 21.21 ± 4.18 days of evolution and 15.51 ± 3.96 days post-transplant (evolution days p = 0.022; post-transplant days p = 0.002). A higher percentage of use of parenteral nutrition (p = 0.036) and transfusions (p = 0.003) was observed during the post-transplant phase in the hospital. The rest of the therapeutic measures did not show significant differences. When analyzing the frequency of adverse effects in the post-transplant phase, a significant increase in neutropenic fever (OR = 8.55) and positive blood cultures (OR = 6.65) was observed in hospital patients. Any other significant differences in other variables related to PICC were found (presence and days of neutropenic fever, catheter infection, complications, pathogens, admission to the ICU, or death). Concerning local complications (pain, DVT, Medical adhesive-related Skin Injury, and erythema), there was more erythema in the hospital (p = 0.056). CONCLUSIONS: The results obtained indicate that regarding the appearance of complications associated with PICCs in home hospitalization HSCT patients, there are no significant differences compared to hospitalization, so that home care can be a safe context for people with these lines. ",['eng'],['Journal Article' 'Observational Study'],"['Humans' '*Catheterization, Central Venous/methods' 'Catheters'
 '*COVID-19/etiology'
 '*Hematopoietic Stem Cell Transplantation/adverse effects'
 'Hospitalization' 'Retrospective Studies' 'Risk Factors' 'SARS-CoV-2'
 'Transplantation, Autologous/adverse effects']","['autologous' 'catheter-related infections' 'central catheter access'
 'hematology' 'home nursing' 'transplantation']"
25120012,2015,Peripherally inserted central catheters in non-hospitalized cancer patients: 5-year results of a prospective study. ,"PURPOSE: Few prospective follow-up studies evaluating the use of peripherally inserted central catheters (PICCs) to deliver chemotherapy and/or home parenteral nutrition (HPN) have focused exclusively on oncology outpatients. The aim of this prospective study was to assess the reliability and the safety of PICCs over a 5-year use in non-hospitalized cancer patients requiring long-term intravenous therapies. METHODS: Since June 2008, all adult oncology outpatient candidates for PICC insertion were consecutively enrolled and the incidence of catheter-related complications was investigated. The follow-up continued until the PICC removal. RESULTS: Two hundred sixty-nine PICCs in 250 patients (98 % with solid malignancies) were studied, for a total of 55,293 catheter days (median dwell time 184 days, range 15-1,384). All patients received HPN and 71 % received chemotherapy during the study period. The incidence of catheter-related bloodstream infections (CRBSIs) was low (0.05 per 1,000 catheter days), PICC-related symptomatic thrombosis was rare (1.1 %; 0.05 per 1,000 catheter days), and mechanical complications were uncommon (13.1 %; 0.63 per 1,000 catheter days). The overall complication rate was 17.5 % (0.85 per 1,000 catheter days) and PICCs were removed because of complications only in 7 % of cases. The main findings of this study were that, if accurately managed, PICCs can be safely used in cancer patients receiving chemotherapy and/or HPN, recording a low incidence of CRBSI, thrombosis, and mechanical complications; a long catheter life span; and a low probability of catheter removal because of complications. CONCLUSIONS: Our study suggests that PICCs can be successfully utilized as safe and long-lasting venous access devices in non-hospitalized cancer patients. ",['eng'],['Journal Article'],"['Adult' 'Aged' 'Aged, 80 and over'
 '*Catheter-Related Infections/epidemiology/etiology'
 '*Catheterization, Peripheral/adverse effects/methods/statistics & numerical data'
 'Central Venous Catheters/*adverse effects' 'Drug Therapy/methods'
 'Female' 'Follow-Up Studies'
 'Home Care Services, Hospital-Based/statistics & numerical data' 'Humans'
 'Incidence' 'Italy' 'Male' 'Middle Aged' '*Neoplasms/drug therapy'
 '*Parenteral Nutrition, Home/methods/statistics & numerical data'
 'Prospective Studies' 'Reproducibility of Results'
 '*Thrombosis/epidemiology/etiology']",[]
34407660,2023,Should we consider preoperative PICC insertion for adult patients undergoing major surgery? ,,['eng'],['Comment' 'Letter'],"['Humans' 'Adult' '*Catheterization, Central Venous/adverse effects'
 'Catheters, Indwelling' '*Catheterization, Peripheral/adverse effects'
 'Retrospective Studies' 'Risk Factors']",[]
25891668,2015,"Quality of Life, Pain Perception, and Distress Correlated to Ultrasound-Guided Peripherally Inserted Central Venous Catheters in Palliative Care Patients in a Home or Hospice Setting. ","CONTEXT: Intravenous fluid administration with peripherally inserted central venous catheters (PICCs) and midline catheters in palliative care. OBJECTIVES: To evaluate distress and pain perceived by patients during the positioning of a PICC or midline catheter, both in the home and hospice settings. METHODS: This was a prospective observational study performed by the Palliative Care Network of Pordenone. In addition to evaluating distress and pain, we monitored patient quality of life and the devices used. Quality of life was measured with the European Organization for Research and Treatment of Cancer-Core 15-Palliative scale. RESULTS: From May 2012 to July 2013, 48 patients were enrolled in the study. The level of distress during the procedure was null or very low in 95.8% of the patients and completely absent after one week. Pain during insertion was null or very little in 93.8% of the patients and zero after one week in 98% of the patients. Quality of life was significantly improved after one week for certain specific parameters and also globally. The number of catheter days monitored was 3097. The weekly monitoring of the devices revealed a series of minor complications. Only two catheters were removed for serious complications. CONCLUSION: Our results showed a low impact on pain and distress, a low level of local and systemic complications and a favorable impact on patients' quality of life. However, other studies are necessary to evaluate the cost-effectiveness of the use of these devices and their role in palliative care. ",['eng'],"['Journal Article' 'Observational Study'
 ""Research Support, Non-U.S. Gov't""]","['Aged' 'Aged, 80 and over' '*Central Venous Catheters/adverse effects'
 'Female' 'Follow-Up Studies' 'Home Care Services'
 'Hospice Care/methods/psychology' 'Humans' 'Italy' 'Male'
 '*Pain Perception' 'Palliative Care/methods/*psychology'
 'Prospective Studies' 'Quality of Life/*psychology'
 'Stress, Psychological/*etiology' 'Treatment Outcome'
 'Ultrasonography, Interventional/adverse effects/methods/*psychology']",['Central venous catheters' 'PICC' 'palliative care' 'quality of life']
37283643,2023,Dalbavancin in catheter-related bloodstream infections: a pilot study. ,"BACKGROUND: Catheter-related bloodstream infections (CRBSI) represent a frequent complication of vascular catheterization, with high morbidity, mortality, and associated costs. Most infections are caused by Gram-positive bacteria; thus dalbavancin, a new long-acting lipoglicopeptide, may have a role in early patient discharge strategies optimizing treatment and reducing overall costs. METHODS: In this small pilot feasibility study, we assessed the efficacy and safety of a ""single step"" treatment strategy combining dalbavancin administration (1500 mg IV single dose), catheter removal, and early discharge in adult patients admitted to medical wards in a three-year period. RESULTS: We enrolled sixteen patients with confirmed Gram-positive CRBSI, with a mean age of 68 years and relevant comorbidities (median Charlson Comorbidity index=7). The most frequent causative agents were staphylococci, with 25% of methicillin-resistant strains, and the majority of infected devices were short term central venous catheter (CVC) and peripherally inserted central catheter (PICC). Ten out of sixteen patients had been treated empirically before dalbavancin administration. The mean time from dalbavancin administration to discharge was 2 days; none of the patients had adverse drug-related reactions; at 30- and 90-day follow-up, no patients have been readmitted to the hospital due to bacteraemia recurrence. CONCLUSIONS: Our results indicate that single-dose dalbavancin is highly effective, well-tolerated, and cost-saving for Gram-positive CRBSI. ",['eng'],['Journal Article'],[],"['Catheter-related bloodstream infections' 'Dalbavancin'
 'antimicrobial stewardship program']"
34293064,2021,Tailored approach to the choice of long-term vascular access in breast cancer patients. ,"This study compared the possible options for vascular access in breast cancer patients by analyzing the complications of each method. We retrospectively evaluated the vascular access procedures for intravenous chemotherapy in breast cancer patients from 2016 to 2018. A total of 300 consecutive patients were included, 100 each who received peripherally inserted central catheters (PICCs), arm ports, and chest ports. When selecting a catheter, a PICC was considered when four cycles of chemotherapy were expected. Otherwise, patient preference was considered. All but one patient with an arm port were women, with mean age of 51.7 ± 9.1 years. The total mean complication-free catheter indwelling time was 1357.6 days for chest ports, 997.8 days for arm ports, and 366.8 days for PICCs (p = 0.004). There were 11 catheter-related complications (3.7%), one in a chest port patient, five in arm port patients, and eight in PICC patients. There was no patient with catheter related blood stream infection or deep vein thrombosis. All three types of catheters could be used in breast cancer patients without causing serious complications. The selection of catheter considering the clinical situation was effective for providing a safe and secure chemotherapy delivery route. ",['eng'],"['Journal Article' ""Research Support, Non-U.S. Gov't""]","['Adult' 'Aged' 'Breast Neoplasms/*pathology'
 '*Catheters, Indwelling/adverse effects' 'Female' 'Humans' 'Incidence'
 'Middle Aged']",[]
34842905,2022,Safety and Outcomes of Midline Catheters vs Peripherally Inserted Central Catheters for Patients With Short-term Indications: A Multicenter Study. ,"IMPORTANCE: Peripherally inserted central catheters (PICCs) and midlines are frequently used for short-term venous access; whether one is safer than the other in this setting has not been adequately reported. OBJECTIVE: To compare outcomes between patients who had a PICC vs midline placed for the indication of difficult vascular access or antibiotic therapy for 30 or fewer days. DESIGN, SETTING, AND PARTICIPANTS: This cohort study analyzed data from a multihospital registry including patients admitted to a participating site from December 2017 through January 2020 who had a PICC or midline placement for the indications of difficult venous access or intravenous antibiotic therapy prescribed for 30 or fewer days. Data were analyzed from October 2020 to March 2021. EXPOSURES: PICC and midline placement. MAIN OUTCOMES AND MEASURES: Major complications, including a composite of symptomatic catheter-associated deep vein thrombosis (DVT), catheter-related bloodstream infection, and catheter occlusion. Logistic regression and Cox proportional hazards regression models (taking into account catheter dwell) were used to estimate risk for major complications, adjusting for patient and device characteristics and the clustered nature of the data. Sensitivity analyses limiting analyses to 10 days of device dwell were performed. RESULTS: Data on 10 863 patients, 5758 with PICCs and 5105 with midlines (median [IQR] age of device recipients, 64.8 [53.4-75.4] years; 5741 [52.8%] were female), were included. After adjusting for patient characteristics, comorbidities, catheter lumens, and dwell time in logit models, patients who received PICCs had a greater risk of developing a major complication compared with those who received midlines (odds ratio, 1.99; 95% CI, 1.61-2.47). Reduction in complications stemmed from lower rates of occlusion (2.1% vs 7.0%; P < .001) and bloodstream infection (0.4% vs 1.6%; P < .001) in midlines vs PICCs; no significant difference in the risk of DVT between PICCs and midlines was observed. In time-to-event models, similar outcomes for bloodstream infection and catheter occlusion were noted; however, the risk of DVT events was lower in patients who received PICCs vs midlines (hazard ratio, 0.53; 95% CI, 0.38-0.74). Results were robust to sensitivity analyses. CONCLUSIONS AND RELEVANCE: In this cohort study among patients with placement of midline catheters vs PICCs for short-term indications, midlines were associated with a lower risk of bloodstream infection and occlusion compared with PICCs. Whether DVT risk is similar or greater with midlines compared with PICCs for short-term use is unclear. Randomized clinical trials comparing these devices for this indication are needed. ",['eng'],"['Journal Article' 'Meta-Analysis' ""Research Support, Non-U.S. Gov't""]","['Aged' 'Catheter-Related Infections/prevention & control'
 'Catheterization, Central Venous/*adverse effects'
 'Catheterization, Peripheral/*adverse effects' 'Cohort Studies' 'Female'
 'Humans' 'Male' 'Middle Aged' ""Practice Patterns, Physicians'""
 'Risk Assessment' 'Risk Factors']",[]
26339941,2015,Measurement of Vein Diameter for Peripherally Inserted Central Catheter (PICC) Insertion: An Observational Study. ,"Choosing an appropriately sized vein reduces the risk of venous thromboembolism associated with peripherally inserted central catheters. This observational study described the diameters of the brachial, basilic, and cephalic veins and determined the effect of patient factors on vein size. Ultrasound was used to measure the veins of 176 participants. Vein diameter was similar in both arms regardless of hand dominance and side. Patient factors-including greater age, height, and weight, as well as male gender-were associated with increased vein diameter. The basilic vein tended to have the largest diameter statistically. However, this was the case in only 55% of patients. ",['eng'],['Journal Article' 'Observational Study'],"['Aged' 'Arm' '*Catheterization, Central Venous/adverse effects/methods'
 '*Catheterization, Peripheral/adverse effects' 'Female'
 'Functional Laterality' 'Humans' 'Male' 'Middle Aged'
 'Prospective Studies' 'Risk Factors' 'Ultrasonography/methods'
 'Veins/*anatomy & histology/diagnostic imaging']",[]
