PMID,FACTOR,TEXT
25953205,Advanced Age,"evaluation of picc complications in orthopedic inpatients with bone infection for long-term intravenous antibiotics therapy. . purpose: the purpose of this study is to evaluate the complications of peripherally inserted central catheters (piccs) in orthopedic patients with chronic bone orthopedic infection. materials and methods: the institutional review board approved this retrospective study and informed consent was waived. records of 180 consecutives piccs placed in patients hospitalized in the orthopedic surgery department were reviewed. all patients had bones infections necessitating a long-term intravenous antibiotics therapy. all picc complications were recorded during the patient hospitalization: infection [catheter-related bloodstream infection (crbsi), central line associated bloodstream infection (clabsi), exit-site infection, septic phlebitis], thrombosis, occlusion, mechanical complication (accidental withdrawal, malposition, median nerve irritation). results: one hundred and eighty piccs were placed in 136 patients. mean duration of catheterization was 21 days (total 3911 picc-days). thirty-six piccs (20%) were removed due to complications (9.2 complications per 1000 picc-days): 14 (8%) infections (one crbsi (pseudomonas aeruginosa), one septic phlebitis (p. aeruginosa), two exit-site infections and 10 clabsis), 11 (6%) occlusions, and 12 (7%) mechanical complications (10 accidental withdrawals, one malposition, one median nerve irritation). one patient had two complications simultaneously. after multivariate analysis, two risk factors were significantly associated with the overall occurrence of complications: age more than 70 years [or = 2.89 (1.06-7.89], p = 0.04] and number of lumen at least two [or = 2.64 (1.03-6.75), p = 0.04]. conclusions: even in orthopedic patients with chronic orthopedic bone infection, piccs have a low rate of complication. the increasing lumen number of the picc is a potential risk factor in our series. "
29489707,Two or more lumens,"selection of single- versus double-lumen peripherally inserted central catheters and the influence on alteplase use. . the purpose of this article is to share the efforts of one institution in reducing risk of central line-associated bloodstream infections (clabsis). the aim is to review alteplase use as a marker for peripherally inserted central catheter (picc) occlusions, which may increase risk of clabsis. the discovery that alteplase use increased with the number of picc lumens allowed for exploration of ordering and placement practices. following education, placement of double-lumen piccs decreased. "
34973357,Two or more lumens,"complications of peripherally inserted central catheters in adult hospitalized patients and outpatients in the ktfixpicc study: a randomized controlled trial evaluating a fixation device kt fix plussystem. . background: poor securement potentiates peripherally inserted central catheters (picc) complications. a dressing device (kt fix plus) offers stronger skin attachment, which may reduce the risk of dressing disruption. we aimed to evaluate this device. methods: we conducted a single-center parallel-group open-label randomized controlled trial. hospitalized and outpatient consecutive adults requiring piccs were randomized to kt fix plus or standard of care (soc). the primary endpoint was the composite of picc-associated complications until removal, including occlusion, migration, accidental withdrawal, infection, thrombosis, and hematoma. results: no statistically significant difference was observed in terms of complications: 67 (35%) in the kt fix plus group vs 36 (37%) in the soc group (log-rank p = 0.76). in multivariate cox analysis, independent risk factors for picc-associated complications were obesity (adjusted hazard ratio (ahr), 1.08, p < .001) and diabetes (ahr, 1.85, p = .039), adjusting for chronic renal failure, number of lumens, catheter/vein diameter ratio and duration of home-based care. multiple lumen catheters increased the risk of accidental withdrawal and migration (hr, 2.4, p = .008). conclusions: in our study, the use of kt fix plus did not reduce the risk of complications adjusting for other risk factors such as obesity and diabetes. the number of catheter lumens is one of the modifiable factors to reduce complications. further studies are required to find the best securement and dressing system. "
33652363,Two or more lumens,"to picc or not to picc? a cross-sectional survey of vascular access practices in the icu. . purpose: vascular access patterns in the intensive care unit (icu) have shifted from non-tunneled central venous catheters (cvcs) towards peripherally inserted central catheters (piccs). we evaluated perceptions of critical care practitioners regarding these devices and variation in evidence-based practice. materials: a 35-question survey on icu vascular access was deployed in 13 michigan hospitals. descriptive statistics summarized responses. differences in utilization, perceptions and evidence-based practices between piccs and cvcs, by participant and site-level characteristics, were assessed. results: 314 of 621 eligible providers responded to the survey (response rate 51%). 15% of providers reported not routinely using ultrasound when placing cvcs. respondents whom were trainees, from larger hospitals, and from closed icus were more likely to use ultrasound (p < 0.001). additionally, 21% of respondents stated they did not specify number of cvc lumens, while 46% did not specify number of picc lumens (p < 0.001). the likelihood of specifying picc lumens increased when vascular access protocols were in place (p = 0.001). 2/3 of respondents (n = 173, 66%) stated more research on icu vascular access was needed. conclusion: variation in guideline-based vascular access practices exists in the icu. defined local protocols may improve guideline adherence. studies evaluating vascular access decisions and patient safety in the icu appear necessary. "
33652363,Medical department admission (including ICU),"to picc or not to picc? a cross-sectional survey of vascular access practices in the icu. . purpose: vascular access patterns in the intensive care unit (icu) have shifted from non-tunneled central venous catheters (cvcs) towards peripherally inserted central catheters (piccs). we evaluated perceptions of critical care practitioners regarding these devices and variation in evidence-based practice. materials: a 35-question survey on icu vascular access was deployed in 13 michigan hospitals. descriptive statistics summarized responses. differences in utilization, perceptions and evidence-based practices between piccs and cvcs, by participant and site-level characteristics, were assessed. results: 314 of 621 eligible providers responded to the survey (response rate 51%). 15% of providers reported not routinely using ultrasound when placing cvcs. respondents whom were trainees, from larger hospitals, and from closed icus were more likely to use ultrasound (p < 0.001). additionally, 21% of respondents stated they did not specify number of cvc lumens, while 46% did not specify number of picc lumens (p < 0.001). the likelihood of specifying picc lumens increased when vascular access protocols were in place (p = 0.001). 2/3 of respondents (n = 173, 66%) stated more research on icu vascular access was needed. conclusion: variation in guideline-based vascular access practices exists in the icu. defined local protocols may improve guideline adherence. studies evaluating vascular access decisions and patient safety in the icu appear necessary. "
36960818,Two or more lumens,"nudging to select single-lumen over multiple-lumen peripherally inserted central catheters (piccs) in a large safety net system. . background: peripherally inserted central catheters (piccs) are increasingly used for vascular access in inpatient settings. compared to multilumen piccs, single-lumen piccs carry a lower rate of complications, including central-line-associated bloodstream infection and thrombosis. despite this, multilumen piccs are still overused. methods: this quality improvement initiative was implemented across 11 hospitals at new york city health + hospitals safety net system. the electronic health record (ehr) interventional radiology or vascular access team consultation orders were modified to allow for lumen choice, with default selection to a single-lumen picc. results: average single-lumen picc utilization increased by 25.5%, from 44.4% to 69.9% (p < .001). clabsi rates had a nonsignificant reduction by 26.7% from 2.44 to 1.79 infections per month (p = .255). among provider types in the postintervention period, single-lumen picc utilization ranged from 67.7% for advanced practice providers to 82.4%-94.6% for physicians. among provider specialties, utilization ranged from 31.8% for neurology to 97.7% for orthopedics. additionally, there was large variation in pre- and postintervention differences in utilization by hospital. conclusions: we successfully increased single-lumen picc utilization across all 11 safety net hospitals. this expands on previous work on improving single-lumen picc use and use of default nudges in large, resource-limited settings. further study is needed to examine variation among provider types, specialties, and hospitals. "
26519981,Medical department admission (including ICU),"complication rates among peripherally inserted central venous catheters and centrally inserted central catheters in the medical intensive care unit. . purpose: there are limited contemporary data describing the rates of catheter-related deep vein thrombosis (crdvt) and central line-associated bloodstream infection for peripherally inserted central venous catheters (piccs) and centrally inserted central venous catheters (ciccs) in the medical intensive care unit (icu). methods: we performed a retrospective cohort study of 200 piccs (dual/triple lumen) and 200 ciccs (triple/quadruple lumen) placed in medical icu adults at mayo rochester between 2012 and 2013. central lines were followed from insertion time until hospital dismissal (primary analysis) or icu discharge (secondary analysis). symptomatic crdvt was determined by doppler ultrasound. central line-associated bloodstream infection was defined according to federal reporting criteria. results: during 1730 picc days and 637 cicc days, the incidence of crdvt when followed until hospital dismissal was 4% and 1% (4.6 and 3.1 per 1000 catheter-days), respectively, p = .055. when censored at the time of icu dismissal, the rates were 2% and 1% (5.3 and 3.7 per 1000 catheter-days), p = .685. only 1 central line-associated bloodstream infection occurred in a picc following icu dismissal, p > .999. conclusions: thrombotic and infectious complications were uncommon following picc and cicc insertion, with no significant difference in complication rates observed. half of picc dvts occurred on the general floor, and like all central catheters placed in the icu, piccs should be aggressively discontinued when no longer absolutely needed. "
35382174,Medical department admission (including ICU),"prevalence of central line-associated bloodstream infections (clabsi) in intensive care and medical-surgical units. . background:  central line-associated bloodstream infections (clabsis) remain an important preventable healthcare-associated infection with a 2020 rate of 0.87 (per 1,000 central line days) in the united states intensive care units (icu). methods:  this was a retrospective cohort study of all adult patients in our institution. the total number of central venous catheter (cvc) insertions and line days were determined using daily unit logs maintained by unit managers. central line insertion practice (clip) compliance was calculated as the total number of clip forms submitted divided by the total number of newly-inserted cvcs with and without associated clip forms as determined by unit logs. results: a total of 1,125 cvcs were reviewed (448 - icu and 677 - medical-surgical units). of the 13 clabsi, one patient had internal jugular (ij), one patient had subclavian (sc), four patients had femoral, three patients had peripherally inserted central catheter (picc) and four patients had hemodialysis catheters. patients with clabsi had cvc inserted for a range of five to 92 days with the average number of line days being 29 days. conclusion:  based on the analysis of our clabsi patient population, we recommend our institution implement the following criteria to decrease the prevalence of clabsi: all patients receiving a cvc must adhere to clip documentation in all units, any femoral or hd cvc placed without a clip form should have the line changed within 48 hours, those patients with a femoral cvc or hemodialysis catheter in place for four days or greater with an abnormal wbc (<4.0 or >11 mg/dl) or abnormal temperature (<97.0f or >100.4f) should be considered for catheter exchange, and those patients with an ij, sc, or picc cvc in place for seven days or greater with an abnormal wbc or abnormal temperature should have the catheter changed. "
25377903,PICC dwell time,"evaluating catheter complications and outcomes in patients receiving home parenteral nutrition. . rationale, aims and objectives: we describe catheter complications and outcomes in patients who received home parenteral nutrition (hpn) therapy. methods: retrospective chart data were obtained from boston home infusion agency that provided hpn therapy to 212 patients [international classification of diseases, 9th revision (icd-9) codes: gastrointestinal (gi)-related disorders and oncology] between 1 january 2005 and 30 september 2011. results: of the 163 patients who represented 19104 home-catheter days, 19 (11.7%) patients experienced 25 catheter complications (ccs; 12 occlusions, 11 central line-associated bloodstream infections, one thrombosis and one line dislodgment). the overall cc rate was 1.30 per 1000 peripherally inserted central catheter (picc)-line days. the mean number of picc-line days (278.7 ± 335.0 vs. 95.9 ± 154.0) and patients with at least one hospital admission were significantly higher for patients with one or more ccs compared with patients with no ccs (p<0.03). conclusion: patients who experienced ccs had more picc-line days, more hospital admissions and had an icd-9 code for gi-related disorders compared with patients with oncology-related diagnoses. "
33019880,Chemotherapy,"safe use of peripherally inserted central catheters for chemotherapy of solid malignancies in adult patients: a 1-year monocentric, prospectively-assessed, unselected cohort of 482 patients. . introduction: aim of this study was to analyze the overall complication and failure rates of peripherally inserted central catheters (piccs), in a 1-year consecutive unselected cohort of 482 adult patients, affected by non-hematological malignancies undergoing chemotherapy. methods: adult outpatients (aged 18-75 years), with an eastern cooperative oncology group (ecog) performance status of 0-2, bearing solid tumors and candidates for intravenous chemotherapy were eligible for the study. exclusion criteria were active infections, coagulopathy (defined as platelet count <50,000/μl and/or prothrombin time more than 18 s), life expectancy <6 months, or inability to give written informed consent. devices were all implanted in an outpatients' hospital facility, following predefined evidence-based institutional guidelines and protocols by a picc-dedicated team at the european institute of oncology in milan, italy, during the 12-month period from january 1 to december 31, 2019. results: five-hundred piccs were implanted in a cohort of 482 patients during the time interval of this study. thirty devices were overall removed (6.2%), 23 as a consequence of a complication occurred, and seven inadvertently. the inserted piccs accounted for a total of 49,718 catheter days in situ, median duration was 85.5 days [interquartile range (iqr): 56-146]. overall there were 42 (8.7%) complications, corresponding to 0.84 catheter-adverse events (cae)/1000 picc-days (95% ci: 0.61-1.14). there were n = 13 (2.7%) thromboses, n = 11 (2.3%) irreversible occlusions, n = 7 (1.5%) accidental removals, n = 5 (1.0%) infections [two catheter related blood stream infection (crbsi) and three exit site/local infection], n = 3 (0.6%) ruptures and n = 3 (0.6%) primary or secondary malpositions. conclusion: this large prospective study supports the increasing use of piccs in adult oncology outpatients treated in specialized centers with chemotherapy for non-hematological malignancies. in this clinical setting, picc failure occurred in 6% only of the inserted devices. "
30348912,Advanced Age,"evaluation of a novel flushing protocol for a peripherally inserted central catheter (picc) in the neurological intensive care unit: a prospective randomized study. . background: peripherally inserted central catheters (piccs) are increasingly used in critical care units. venous arterial blood management protection (vamp) for piccs could decrease the rate of blockage of piccs. we investigated whether a novel flushing method for piccs could decrease the risk of venous thromboembolism (vt) and catheter-associated bloodstream infections (cabsis) compared to the traditional flushing method. methods: in this prospective randomized study, we evaluated 360 patients with piccs who were admitted to our neurological intensive care unit from march 2012 to february 201 4. the patients were randomized into the experimental group (n= 186) and the control group (n= 174). the vamp-system flushing method was used in the experimental group whereas in the control group the piccs were flushed with a 10 ml syringe of saline. baseline clinical information, blockage rate of piccs, occurrence of vt and cabsis and average time for flushing (seconds per flushing time) were compared and analysed. results: the occurrence of cabsis and average time for flushing were statistically lower in the experimental group. the rate of blockage of piccs, proportion of male subjects, age of subjects, apache ii score and length of stay in hospital showed no significant differences between the two groups. conclusion: this study showed that the vamp-system flushing method is simple to use and may be more beneficial for patients with a picc; it may also lower the risk of cabsis. "
30348912,Hospital length of stay,"evaluation of a novel flushing protocol for a peripherally inserted central catheter (picc) in the neurological intensive care unit: a prospective randomized study. . background: peripherally inserted central catheters (piccs) are increasingly used in critical care units. venous arterial blood management protection (vamp) for piccs could decrease the rate of blockage of piccs. we investigated whether a novel flushing method for piccs could decrease the risk of venous thromboembolism (vt) and catheter-associated bloodstream infections (cabsis) compared to the traditional flushing method. methods: in this prospective randomized study, we evaluated 360 patients with piccs who were admitted to our neurological intensive care unit from march 2012 to february 201 4. the patients were randomized into the experimental group (n= 186) and the control group (n= 174). the vamp-system flushing method was used in the experimental group whereas in the control group the piccs were flushed with a 10 ml syringe of saline. baseline clinical information, blockage rate of piccs, occurrence of vt and cabsis and average time for flushing (seconds per flushing time) were compared and analysed. results: the occurrence of cabsis and average time for flushing were statistically lower in the experimental group. the rate of blockage of piccs, proportion of male subjects, age of subjects, apache ii score and length of stay in hospital showed no significant differences between the two groups. conclusion: this study showed that the vamp-system flushing method is simple to use and may be more beneficial for patients with a picc; it may also lower the risk of cabsis. "
25248408,PICC dwell time,"a role for peripherally inserted central venous catheters in the prevention of catheter-related blood stream infections in patients with hematological malignancies. . central venous catheter-related blood stream infections (cr-bsis) are a serious complication in patients with hematological malignancies. however, it remains unclear whether there is a difference in the rate of cr-bsi associated with the conventional type of central venous catheters (ccvcs) and peripherally inserted cvcs (piccs) in such patients. to address this question, we retrospectively investigated the incidence of cr-bsis associated with piccs versus ccvcs in patients with hematological malignancies. we used piccs in all consecutive patients requiring cvc placement between february 2009 and february 2013. we compared the cr-bsi rate in patients with piccs with that in patients with ccvcs treated between september 2006 and january 2009 (control group). eighty-four patients received piccs and 85 received ccvcs. the most common reason for removal due to catheter-related complications was cr-bsi. the cr-bsi rate in the picc group was significantly lower than that in the ccvc group (piccs: 1.23/1000 catheter days; ccvcs: 5.30/1000 catheter days; p < 0.01). catheter-related complications other than cr-bsis occurred at an extremely low rate in the picc group. the median catheter-related complication-free survival duration was significantly longer in the picc group than in the ccvc group. our study shows that piccs are useful in patients with hematological malignancies. "
33084898,Antibiotic therapy,"association of infectious disease physician approval of peripherally inserted central catheter with appropriateness and complications. . importance: peripherally inserted central catheters (piccs) are frequently used to deliver intravenous antimicrobial therapy. however, inappropriate picc use may lead to patient harm. objective: to evaluate whether infectious disease physician approval prior to picc placement for intravenous antimicrobials is associated with more appropriate device use and fewer complications. design, setting, and participants: this cohort study of 21 653 piccs placed for a primary indication of intravenous antimicrobial therapy between january 1, 2015, and july 26, 2019, was conducted in 42 hospitals participating in a quality collaborative across michigan among hospitalized medical patients. main outcomes and measures: appropriateness of piccs was defined according to the michigan appropriateness guide for intravenous catheters as a composite measure of (1) single-lumen catheter use, (2) avoiding use of piccs for 5 days or less, and (3) avoiding use of piccs for patients with chronic kidney disease (defined as an estimated glomerular filtration rate <45 ml/min/1.73 m2). complications related to piccs included catheter occlusion, deep vein thrombosis, and central line-associated bloodstream infection. the association between infectious disease physician approval, device appropriateness, and catheter complications was assessed using multivariable models, adjusted for patient comorbidities and hospital clustering. results were expressed as odds ratios with 95% cis. results: a total of 21 653 piccs were placed for intravenous antimicrobials (11 960 piccs were placed in men [55.2%]; median age, 64.5 years [interquartile range, 53.4-75.4 years]); 10 238 piccs (47.3%) were approved by an infectious disease physician prior to placement. compared with piccs with no documented approval, piccs with approval by an infectious disease physician were more likely to be appropriately used (72.7% [7446 of 10 238] appropriate with approval vs 45.4% [5180 of 11 415] appropriate without approval; odds ratio, 3.53; 95% ci, 3.29-3.79; p < .001). furthermore, approval was associated with lower odds of a picc-related complication (6.5% [665 of 10 238] with approval vs 11.3% [1292 of 11 415] without approval; odds ratio, 0.55; 95% ci, 0.50-0.61). conclusions and relevance: this cohort study suggests that, when piccs were placed for intravenous antimicrobial therapy, infectious disease physician approval of picc insertion was associated with more appropriate device use and fewer complications. policies aimed at ensuring infectious disease physician approval prior to picc placement for antimicrobials may improve patient safety. "
28822403,Medical department admission (including ICU),"inpatient peripherally inserted central venous catheter complications: should peripherally inserted central catheter lines be placed in the intensive care unit setting? . peripherally inserted central venous catheters (piccs) are now commonly used for central access in the intensive care unit (icu) setting; however, there is a paucity of data evaluating the complication rates associated with these lines. we performed a retrospective review of all piccs placed in the inpatient setting at our institution during a 1-year period from january 2013 to december 2013. these were divided into two groups: those placed at the bedside in the icu and those placed by interventional radiology in non-icu patients. data regarding infectious and thrombotic complications were collected and evaluated. during the study period, 1209 picc line placements met inclusion criteria and were evaluated; 1038 were placed by interventional radiology in non-icu patients, and 171 were placed at the bedside in icu patients. the combined thrombotic and central line associated blood stream infection rate was 6.17 per cent in the non-icu group and 10.53 per cent in the icu group (p = 0.035). the thrombotic complication rate was 5.88 per cent in the non-icu group and 7.60 per cent in the icu group (p = 0.38), whereas the central line associated blood stream infection rate was 0.29 per cent in the non-icu group and 2.92 per cent in the icu group (p = 0.002). this study seems to suggest that picc lines placed at the bedside in the icu setting are associated with higher complication rates, in particular infectious complications, than those placed by interventional radiology in non-icu patients. the routine placement of picc lines in the icu settings needs to be reevaluated given these findings. "
27397766,PICC dwell time,"the midline catheter: a clinical review. . background: venous access in the emergency department (ed) is an often under-appreciated procedural skill given the frequency of its use. the patient's clinical status, ongoing need for laboratory investigation, and intravenous therapeutics guide the size, type, and placement of the catheter. the availability of trained personnel and dedicated teams using ultrasound-guided insertion techniques in technically difficult situations may also impact the selection. appropriate device selection is warranted on initial patient contact to minimize risk and cost. objective: to compare venous access device indications and complications, highlighting the use of midline catheters as a potentially cost-effective and safe approach for venous access in the ed. discussion: midline catheters (mc) offer a comparable rate of device-related bloodstream infection to standard peripheral intravenous catheters (piv), but with a significantly lower rate than peripherally inserted central catheters (picc) and central venous catheters (cvc) (piv 0.2/1000, mc 0.5/1000, picc 2.1-2.3/1000, cvc 2.4-2.7/1000 catheter days). the average dwell time of a mc is reported as 7.69-16.4 days, which far exceeds pivs (2.9-4.1 days) and is comparable to piccs (7.3-16.6 days). cost of insertion of a mc has been cited as comparable to three pivs, and their use has been associated with significant cost savings when placed to avoid prolonged central venous access with cvcs or in patients with difficult-to-access peripheral veins. placement of a mc includes modified seldinger and accelerated, or all-in-one, seldinger techniques with or without ultrasound guidance, with a high rate of first-attempt success. conclusion: the mc is a versatile venous access device with a low complication rate, long dwell time, and high rate of first-attempt placement. its utilization in the ed in patients deemed to require prolonged hospitalization or to have difficult-to-access peripheral vasculature could reduce cost and risk to patients. "
25782897,Medical department admission (including ICU),"central line-associated bloodstream infections in non-icu inpatient wards: a 2-year analysis. . objective: little is known about patient-specific factors contributing to central line-associated bloodstream infection (clabsi) outside of the intensive care unit (icu). we sought to describe these factors and hypothesized that dialysis patients would comprise a significant proportion of this cohort. design: retrospective observational study from january 2010 to december 2011. setting: an 880-bed tertiary teaching hospital. patients: patients with clabsi in non-icu wards. methods: clabsi patients were identified from existing infection-control databases and primary chart review was conducted. national health and safety network (nhsn) definitions were utilized for clabsi and pathogen classification. clabsi rates were calculated per patient day. total mortality rates were inclusive of hospice patients. results: over a 2-year period, 104 patients incurred 113 clabsis for an infection rate of 0.35 per 1,000 patient days. the mean length of hospital stay prior to clabsi was 16±13.3 days, which was nearly 3 times that of hospital-wide non-icu length of stay. only 11 patients (10.6%) received dialysis within 48 hours of clabsi. however, 67% of patients had a hematologic malignancy, and 91.8% of those admitted with a malignant hematologic diagnosis were neutropenic at the time of clabsi. enterococcus spp. was the most common organism recovered, and half of all central venous catheters (cvcs) present were peripherally inserted central catheters (picc lines). mortality rates were 18.3% overall and 27.3% among dialysis patients. conclusions: in patients with clabsis outside of the icu, only 10.6% received dialysis prior to infection. however, underlying hematologic malignancy, neutropenia, and picc lines were highly prevalent in this population. "
26368787,Hospital length of stay,"assessing the economic value of avoiding hospital admissions by shifting the management of gram+ acute bacterial skin and skin-structure infections to an outpatient care setting. . objective: to estimate, from a us payer perspective, the cost offsets of treating gram positive acute bacterial skin and skin-structure infections (absssi) with varied hospital length of stay (los) followed by outpatient care, as well as the cost implications of avoiding hospital admission. methods: economic drivers of care were estimated using a literature-based economic model incorporating inpatient and outpatient components. the model incorporated equal efficacy, adverse events (ae), resource use, and costs from literature. costs of once- and twice-daily outpatient infusions to achieve a 14-day treatment were analyzed. sensitivity analyses were performed. costs were adjusted to 2015 us$. results: total non-drug medical cost for treatment of absssi entirely in the outpatient setting to avoid hospital admission was the lowest among all scenarios and ranged from $4039-$4924. total non-drug cost for absssi treated in the inpatient setting ranged from $9813 (3 days los) to $18,014 (7 days los). inpatient vs outpatient cost breakdown was: 3 days inpatient ($6657)/11 days outpatient ($3156-$3877); 7 days inpatient ($15,017)/7 days outpatient ($2495-$2997). sensitivity analyses revealed a key outpatient cost driver to be peripherally inserted central catheter (picc) costs (average per patient cost of $873 for placement and $205 for complications). limitations: drug and indirect costs were excluded and resource use was not differentiated by absssi type. it was assumed that successful absssi treatment takes up to 14 days per the product labels, and that once-daily and twice-daily antibiotics have equal efficacy. conclusion: shifting absssi care to outpatient settings may result in medical cost savings greater than 53%. typical outpatient scenarios represent 14-37% of total medical cost, with picc accounting for 28-43% of the outpatient burden. the value of new absssi therapies will be driven by eliminating the need for picc line, reducing length of stay and the ability to completely avoid a hospital stay. "
31387123,Antibiotic therapy,"outpatient parenteral antibiotic therapy (opat) with peripherally inserted central catheter in patients with periprosthetic joint infection. . background: a key factor in the successful treatment of periprosthetic joint infection is the consistent antimicrobial therapy. depending on the pathogen antimicrobial susceptibility, intravenous (i. v.) antibiotics may not be switched to oral medication at patient discharge, without risking a treatment failure. the implementation of an outpatient i. v. therapy using peripherally inserted central catheters (piccs) allows for early discharge with continuation of adequate antimicrobial therapy. methods: we prospectively evaluated the systematic use of picc in 11 patients with periprosthetic joint infection. inclusion criterion was the detection of a pathogen that cannot be optimally treated with oral antibiotics according to the current treatment concept (trampuz et al.). results: a total of 12 piccs in 11 patients were analysed. an error or mechanical nerve irritation was not observed. the occurrence of a catheter-related bloodstream infection (crbsi) was not recorded. none of our patients had picc-associated infections, thrombophlebitis or thrombosis. one patient stopped therapy due to a lack of compliance. ten patients successfully completed their treatment. at a mean follow-up of 29 months, successful infection eradication as measured by the delphi criteria was achieved in 100%. conclusion: although the number of patients included in the study was small, our short-term results suggest a good applicability of piccs in the outpatient i. v. antimicrobial therapy for treatment of periprosthetic joint infection. catheter-associated complications could not be observed in our collective. the successful infection control in all cases despite proven difficult-to-treat infection is promising. "
26269383,Parenteral nutrition,"comparison of complications associated with peripherally inserted central catheters and hickman™ catheters in patients with intestinal failure receiving home parenteral nutrition. six-year follow up study. . background & aim: patients with intestinal failure (if) are dependent on parenteral nutrition delivered through central access such as hickman™ catheters. the peripherally inserted central catheter (picc) is becoming increasingly popular for the purpose. the aim of the present study was to compare complication rates between the two types of catheters. patients and methods: over a six-year period (2008-2014), we included 136 patients with if receiving home parenteral nutrition (hpn). these patients had a total of 295 catheters (169 hickman™ catheters and 126 piccs). data were collected by reviewing their medical records. incidences are given per 1000 catheter days. data are given as means ± standard deviation (sd) and compared using independent student's t-tests, mann-whitney-wilcoxon, and x(2)-tests. a survival analysis for time to the first infection was conducted using cox regression. results: the total number of catheter days was 54,912 days for hickman™ catheters (mean dwell time 325 ± 402) and 15,974 days for piccs (mean dwell time 127 ± 121), respectively. the incidence of catheter-related blood stream infection (crbsi) per 1000 catheter days was significantly lower for hickman™ catheters compared to piccs (0.56 vs. 1.63, p < 0.05). the mean time to first crbsi was significantly shorter for piccs compared to hickman™ catheters (84 ± 94 days vs. 297 ± 387 days, p < 0.05), which was confirmed with a cox analysis corrected for age and gender. a total of 75 catheters were removed due to crbsi, 49 hickman™ catheters and 26 piccs respectively. in addition, piccs were more often removed due to local infection/phlebitis and mechanical causes (p < 0.001). conclusion: we found a higher risk and shorter time to first crbsi in piccs compared to hickman catheters supporting that piccs should mainly be chosen for planned hpn up to 3-6 months. we therefore conclude that the choice of catheter must still be determined on an individual basis. "
26269383,PICC dwell time,"comparison of complications associated with peripherally inserted central catheters and hickman™ catheters in patients with intestinal failure receiving home parenteral nutrition. six-year follow up study. . background & aim: patients with intestinal failure (if) are dependent on parenteral nutrition delivered through central access such as hickman™ catheters. the peripherally inserted central catheter (picc) is becoming increasingly popular for the purpose. the aim of the present study was to compare complication rates between the two types of catheters. patients and methods: over a six-year period (2008-2014), we included 136 patients with if receiving home parenteral nutrition (hpn). these patients had a total of 295 catheters (169 hickman™ catheters and 126 piccs). data were collected by reviewing their medical records. incidences are given per 1000 catheter days. data are given as means ± standard deviation (sd) and compared using independent student's t-tests, mann-whitney-wilcoxon, and x(2)-tests. a survival analysis for time to the first infection was conducted using cox regression. results: the total number of catheter days was 54,912 days for hickman™ catheters (mean dwell time 325 ± 402) and 15,974 days for piccs (mean dwell time 127 ± 121), respectively. the incidence of catheter-related blood stream infection (crbsi) per 1000 catheter days was significantly lower for hickman™ catheters compared to piccs (0.56 vs. 1.63, p < 0.05). the mean time to first crbsi was significantly shorter for piccs compared to hickman™ catheters (84 ± 94 days vs. 297 ± 387 days, p < 0.05), which was confirmed with a cox analysis corrected for age and gender. a total of 75 catheters were removed due to crbsi, 49 hickman™ catheters and 26 piccs respectively. in addition, piccs were more often removed due to local infection/phlebitis and mechanical causes (p < 0.001). conclusion: we found a higher risk and shorter time to first crbsi in piccs compared to hickman catheters supporting that piccs should mainly be chosen for planned hpn up to 3-6 months. we therefore conclude that the choice of catheter must still be determined on an individual basis. "
31565960,Antibiotic therapy,"the safety of midline catheters for intravenous therapy at a large academic medical center. . background: midline catheters (mcs) have arisen as alternatives to peripherally inserted central catheters (piccs) for both general intravenous therapy and extended outpatient parenteral therapy. however, there is a lack of data concerning the safety of medication therapy through midline for extended durations. objective: the purpose of this study is to evaluate the safety of mcs for extended intravenous use. methods: this was a retrospective cohort study evaluating patients who received intravenous therapy through an mc at a tertiary care academic medical center. the primary end point was the incidence of composite catheter-related adverse events that included local events, catheter dislodgment, infiltration, catheter occlusion, catheter-related venous thromboembolism, extravasation, and line-associated infection. results: a total of 82 mc placements and 50 picc placements were included; 50 mcs were for outpatient parenteral antimicrobial therapy, and 32 were for inpatient intravenous use. there were 21 complications per 1000 catheter-days in the outpatient group and 7 complications per 1000 catheter-days in the picc group (p = 0.91). the median time to complication in both groups was 8 days. the antimicrobial classes commonly associated with complications were cephalosporins, carbapenems, and penicillins. conclusion and relevance: our results suggest that intravenous therapy with mcs is generally safe for prolonged courses that do not exceed 14 days as compared with picc lines, which can be placed for months. there is still limited evidence for the use of mcs between 14 and 28 days of therapy. this study can help guide our selection of intravenous catheters for the purpose of outpatient antimicrobial therapy. "
