PMID,FACTOR,TEXT
37114756,Hospital length of stay,"we analyzed 11 variables, and the following variables were independently and significantly associated with clabsi: length of stay (los), risk increasing 3% daily (aor, 1.03; 95% ci, 1.03-1.04; p < .0001), number of cl days, risk increasing 4% per cl day (aor, 1.04; 95% ci, 1.03-1.04; p < .0001), surgical hospitalization (aor, 1.12; 95% ci, 1.03-1.21; p < .0001), tracheostomy use (aor, 1.52; 95% ci, 1.23-1.88; p < .0001), hospitalization at a publicly owned facility (aor, 3.04; 95% ci, 2.31-4.01; p <.0001) or at a teaching hospital (aor, 2.91; 95% ci, 2.22-3.83; p < .0001), hospitalization in a middle-income country (aor, 2.41; 95% ci, 2.09-2.77; p < .0001). these findings suggest a focus on reducing los, cl days, and tracheostomy; using picc instead of internal-jugular or femoral cl; and implementing evidence-based clabsi prevention recommendations."
23002096,Parenteral nutrition,"catheter-related complications in cancer patients on home parenteral nutrition: a prospective study of over 51,000 catheter days. background: although home parenteral nutrition (hpn) is often indicated in cancer patients, many physicians are concerned about the risks potentially associated with the use of central venous access devices (vads) in these patients."
25656251,Antibiotic therapy,"methods: prospective follow-up of consecutive piccs inserted for intravenous (iv) antibiotics in adults with cf or with non-cf bronchiectasis at cochin hospital (paris, france). patients' satisfaction was high and picc could be used to perform antibiotic courses in most patients. conclusions: piccs were generally safe for performing iv antibiotic courses in patients with cf or non-cf bronchiectasis, but prolonged pain and/or catheter obstruction occurred in approximately 20% of cases."
28651885,Antibiotic therapy,"use of antibiotic beads to salvage infected breast implants. the patient is discharged with a picc line and 6-8 weeks of intravenous (iv) antibiotics. this method has variable success and subjects the patient to long-term systemic antibiotics. in the 1960s, the use of antibiotic-impregnated beads for the treatment of chronic osteomyelitis was described. these beads deliver antibiotic directly to the site of the infection, thereby eliminating the complications of systemic iv antibiotics. this study aimed to present a case series illustrating the use of stimulan calcium sulfate beads loaded with vancomycin and tobramycin to increase the rate of salvage of the infected implant and forgo iv antibiotics. methods: a retrospective analysis was performed of patients who were treated at mount sinai hospital for implant infection with salvage and antibiotic beads. salvage was successful in 9 out of the 12 infected implants using antibiotic bead therapy without home iv antibiotics. conclusions: the use of antibiotic beads is promising for salvaging infected breast implants without iv antibiotics. of the three patients who had unsalvageable implants, one was infected with antibiotic-resistant rhodococcus that was refractory to bead therapy and one was noncompliant with postoperative instructions."
25198813,Power-injectable piccs,"purpose: few randomized studies have investigated the impact of valved and non-valved power-injectable peripherally inserted central catheters (piccs) in terms of incidence of occlusion, infection, malfunction and venous thrombosis. one hundred and eighty adult patients candidate to chemotherapy were randomized into three groups: power-injectable piccs with solo-2 proximal valve (bard); power-injectable piccs with pasv (pressure activated safety valve) proximal valve (navilyst); and non-valved power-injectable piccs (medcomp)."
30391696,Two or more lumens,"confirmed episodes of crbsi (2 versus 13%, χ(2) = 6.625, p = 0.036) were more frequent with multilumen catheters."
37576517,Antibiotic therapy,"our study focuses on investigating the clinical characteristics and risk factors for death of klebsiella pneumoniae infections in ap patients, further to quantify the prognosis of the patients, and provide evidence for guiding antibiotic use and improving prognosis. pneumoniae to commonly used antibiotics in clinical practice was high, especially crkp, which was only sensitive to sulfamethoxazole-trimethoprim (smz-tmp) and tigecycline (tgc) (resistance rates were 37.57% and 17.57%, respectively)."
33298237,Parenteral nutrition,"parenteral nutrition (odds ratio [or], 3.40; 95% confidence interval [ci], 1.77-6.52) and admission to the hematology ward (or, 4.90; 95% ci, 2.25-10.71) were independently associated with crbsi and pb, respectively."
33298237,PICC dwell time,"results: in total, 1,142 piccs were inserted, with 153,191 catheter days (median, 79). complications included 66 cases of cabsi (5.78%; 0.43‰ catheter days), 38 cases of crbsi (3.33%; 0.25‰ catheter days), 28 cases of pb (2.45%; 0.18‰ catheter days), and 23 cases of uedvt (2.01%; 0.15‰ catheter days). compared to pb, crbsi showed significantly different risk factors, a higher incidence density per catheter days, and a shorter median time to infection."
33298237,Medical department admission (including ICU),"parenteral nutrition (odds ratio [or], 3.40; 95% confidence interval [ci], 1.77-6.52) and admission to the hematology ward (or, 4.90; 95% ci, 2.25-10.71) were independently associated with crbsi and pb, respectively. admission to the hematology ward (or, 12.46; 95% ci, 2.49-62.50) or to the oncology ward (or, 7.89; 95% ci, 1.77-35.16) was independently associated with uedvt."
25852128,Parenteral nutrition,"environmental risk factors for developing catheter-related bloodstream infection in home parenteral nutrition patients: a 6-year follow-up study. background: tunneled, cuffed, central venous catheters, including hickman catheters and peripherally inserted central venous catheters (piccs), are the most commonly used venous access for home parenteral nutrition (hpn) therapy."
25852128,PICC dwell time,hickman catheters managed by a home care nurse had a significantly increased mean (sd) incidence of crbsi of 1.45 (0.68) per 1000 catheter days.
29595367,Antibiotic therapy,"lessons learned from the implementation of a medically enhanced residential treatment (mert) model integrating intravenous antibiotics and residential addiction treatment. people with sud often remain hospitalized for many weeks instead of completing intravenous antibiotics at home; often, they are denied skilled nursing facility admission. residential sud treatment facilities are not equipped to administer intravenous antibiotics. we developed a medically enhanced residential treatment (mert) model integrating residential sud treatment and long-term iv antibiotics as part of a broader hospital-based addiction medicine service. we included all potentially eligible mert patients, defined by those needing ≥2 weeks of intravenous antibiotics discharged from february 1 to august 1, 2016. we used chart review to identify diagnoses, antibiotic treatment location, and number of recommended and actual iv antibiotic-days completed. results: of the 45 patients needing long-term intravenous antibiotics, 18 were ineligible and 20 declined mert. 7 enrolled in mert and three completed their recommended intravenous antibiotic course. our lessons may be applicable to future models integrating post-hospital intravenous antibiotics and sud care."
31674857,Chemotherapy,"picc-port totally implantable vascular access device in breast cancer patients undergoing chemotherapy. background and objectives: the increasing use of arm totally implantable vascular access devices for breast cancer patients who require chemotherapy has led to a greater risk of complications and failures and, in particular, to upper extremity deep vein thrombosis. a prospective study was conducted on 418 adult female breast cancer patients undergoing chemotherapy. conclusion: the peripherally inserted central catheter-port is a safe vascular device for chemotherapy delivery that achieves similar clinical results as traditional long-term vascular access devices (peripherally inserted central catheter and arm totally implantable vascular access device, in particular) in breast cancer patients."
34699089,Antibiotic therapy,"what is known and objective: outpatient parenteral antibiotic therapy (opat) is an attractive option for patients who require parenteral antimicrobials as outpatients. characteristics, safety and cost-effectiveness analysis of self-administered outpatient parenteral antibiotic therapy via a disposable elastomeric continuous infusion pump at two county hospitals in houston, texas, united states. few opat studies have assessed the impact of iv antibiotic therapy via elastomeric continuous pumps, with most having been conducted outside the united states and few in county hospitals. the opat program in harris health system, the county hospital system of houston, texas, united states, has implemented a disposable elastomeric continuous infusion pump (ecip) for self-administered intravenous antibiotics (s-opat) since december 2018."
32205954,Medical department admission (including ICU),abbreviations list: abhr: alcohol-based hand rub; aicd: automated implantable cardioverter defibrillator; bsi: blood stream infection; c/ss: chg/silver sulfadiazine; cath lab: catheterization laboratory (cardiac cath lab); cdc: centers for disease control and prevention; cfu: colony forming unit; chg: chlorhexidine gluconate; cl: central line; combux: comparison of bedside ultrasound with chest x-ray (combux study); cqi: continuous quality improvement; crbsi: catheter-related blood stream infection; cus: chest ultrasonography; cvc: central venous catheter; cxr: chest x-ray; dttp: differential time to positivity; dvt: deep venous thrombosis; ecg: electrocardiography; elvis: ethanol lock and risk of hemodialysis catheter infection in critically ill patients; er: emergency room; fda: food and drug administration; fv: femoral vein; gwe: guidewire exchange; hd catheter: hemodialysis catheter; hts: hypertonic saline; icp: intracranial pressure; icu: intensive care unit; idsa: infectious disease society of america; ijv: internal jugular vein; ipc: indian penal code; irr: incidence rate ratio; isccm: indian society of critical care medicine; iv: intravenous; lcbi: laboratory confirmed blood stream infection; m/r: minocycline/rifampicin; mbi-lcbi: mucosal barrier injury laboratory-confirmed bloodstream infection; mrsa: methicillin-resistant staphylococcus aureus; nhs: national health service (uk); nhsn: national healthcare safety network (usa); ot: operation theater; picc: peripherally-inserted central catheter; piv: peripheral intravenous line; pl: peripheral line; pvi: povidone-iodine; ra: right atrium; rct: randomized controlled trial; rr: relative risk; scv/sv: subclavian vein; scvo(2): central venous oxygen saturation; sn: sensitivity; sop: standard operating procedure; svc: superior vena cava; tee: transesophageal echocardiography; upp: useful practice points; usg: ultrasonography; who: world health organization.
25987475,Seasonality (summer / warm),the correlation between seasonality and peripherally inserted central catheter-related infections in cancer patients.
